"study_id","study_type","author_id","first_name","last_name","author_order","n_authors"
"ee.1","o","author.101","Armin","Falk",2,4
"ee.1","o","author.127","Lorenz","Goette",3,4
"ee.1","o","author.168","David","Huffman",4,4
"ee.1","o","author.2","Johannes","Abeler",1,4
"ee.10","o","author.105","Ernst","Fehr",1,3
"ee.10","o","author.159","Holger","Herz",2,3
"ee.10","o","author.388","Tom","Wilkening",3,3
"ee.11","o","author.115","Daniel","Friedman",1,2
"ee.11","o","author.275","Ryan","Oprea",2,2
"ee.12","o","author.117","Drew","Fudenberg",1,3
"ee.12","o","author.294","David G.","Rand",2,3
"ee.12","o","author.86","Anna","Dreber",3,3
"ee.13","o","author.167","Steffen","Huck",1,3
"ee.13","o","author.328","Andrew J.","Seltzer",2,3
"ee.13","o","author.377","Brian","Wallace",3,3
"ee.14","o","author.174","John","Ifcher",1,2
"ee.14","o","author.401","Homa","Zarghamee",2,2
"ee.15","o","author.196","Judd B.","Kessler",1,2
"ee.15","o","author.307","Alvin E.","Roth",2,2
"ee.16","o","author.166","Jürgen","Huber",2,3
"ee.16","o","author.199","Michael","Kirchler",1,3
"ee.16","o","author.351","Thomas","Stöckl",3,3
"ee.17","o","author.204","Shimon","Kogan",1,3
"ee.17","o","author.211","Anthony M.","Kwasnica",2,3
"ee.17","o","author.380","Roberto A.","Weber",3,3
"ee.18","o","author.210","Ilyana","Kuziemko",1,4
"ee.18","o","author.269","Michael I.","Norton",4,4
"ee.18","o","author.296","Taly","Reich",3,4
"ee.18","o","author.44","Ryan W.","Buell",2,4
"ee.2","o","author.10","Attila","Ambrus",1,2
"ee.2","o","author.137","Ben","Greiner",2,2
"ee.3","o","author.105","Ernst","Fehr",2,3
"ee.3","o","author.21","Björn","Bartling",1,3
"ee.3","o","author.320","Klaus M.","Schmidt",3,3
"ee.4","o","author.56","Gary","Charness",1,2
"ee.4","o","author.89","Martin","Dufwenberg",2,2
"ee.5","o","author.57","Roy","Chen",1,2
"ee.5","o","author.58","Yan","Chen",2,2
"ee.6","o","author.202","Brian G.","Knight",3,3
"ee.6","o","author.61","Geoffroy De","Clippel",1,3
"ee.6","o","author.94","Kfir","Eliaz",2,3
"ee.7","o","author.292","Daniela","Puzzello",2,2
"ee.7","o","author.88","John","Duffy",1,2
"ee.8","o","author.195","Rudolf","Kerschbamer",2,3
"ee.8","o","author.355","Matthias","Sutter",3,3
"ee.8","o","author.90","Uwe","Dulleck",1,3
"ee.9","o","author.118","Andreas","Fuster",2,2
"ee.9","o","author.96","Keith M. Marzilli","Ericson",1,2
"ml1.1","o","author.247","Tom","Meyvis",2,3
"ml1.1","o","author.274","Daniel M.","Oppenheimer",1,3
"ml1.1","o","author.74","Nicolas","Davidenko",3,3
"ml1.10","o","author.309","Donald","Rugg",1,1
"ml1.11","o","author.230","Irving","Lorge",1,2
"ml1.11","o","author.70","Carl C.","Curtiss",2,2
"ml1.12","o","author.106","M. J.","Ferguson",2,3
"ml1.12","o","author.152","R. R.","Hassin",3,3
"ml1.12","o","author.52","T. J.","Carter",1,3
"ml1.13","o","author.25","Brittani","Baxter",3,4
"ml1.13","o","author.374","Kathleen D.","Vohs",2,4
"ml1.13","o","author.378","Adam","Waytz",4,4
"ml1.13","o","author.53","Eugene M.","Caruso",1,4
"ml1.14","o","author.171","Senel","Husnu",1,2
"ml1.14","o","author.67","Richard J.","Crisp",2,2
"ml1.15","o","author.136","Anthony G.","Greenwald",3,3
"ml1.15","o","author.17","Mahzarin R.","Banaji",2,3
"ml1.15","o","author.270","Brian A.","Nosek",1,3
"ml1.16","o","author.136","Anthony G.","Greenwald",3,3
"ml1.16","o","author.17","Mahzarin R.","Banaji",2,3
"ml1.16","o","author.270","Brian A.","Nosek",1,3
"ml1.2","o","author.190","Daniel","Kahneman",2,2
"ml1.2","o","author.367","Amos","Tversky",1,2
"ml1.3","o","author.180","K. E.","Jacowitz",1,2
"ml1.3","o","author.190","Daniel","Kahneman",2,2
"ml1.4","o","author.180","K. E.","Jacowitz",1,2
"ml1.4","o","author.190","Daniel","Kahneman",2,2
"ml1.5","o","author.180","K. E.","Jacowitz",1,2
"ml1.5","o","author.190","Daniel","Kahneman",2,2
"ml1.6","o","author.180","K. E.","Jacowitz",1,2
"ml1.6","o","author.190","Daniel","Kahneman",2,2
"ml1.7","o","author.254","Benoît","Monin",1,2
"ml1.7","o","author.274","Daniel M.","Oppenheimer",2,2
"ml1.8","o","author.160","Hans-J.","Hippler",2,4
"ml1.8","o","author.327","Norbert","Schwarz",1,4
"ml1.8","o","author.349","Fritz","Strack",4,4
"ml1.8","o","author.81","Brigitte","Deutsch",3,4
"ml1.9","o","author.172","Herbert H.","Hyman",1,2
"ml1.9","o","author.333","Paul B.","Sheatsley",2,2
"ml2.1","o","author.165","Yanli","Huang",1,3
"ml2.1","o","author.365","Chi-Shing","Tse",2,3
"ml2.1","o","author.59","Kit W.","Cho",3,3
"ml2.10","o","author.175","Yoel","Inbar",1,4
"ml2.10","o","author.203","Joshua","Knobe",3,4
"ml2.10","o","author.288","David A.","Pizarro",2,4
"ml2.10","o","author.35","Paul","Bloom",4,4
"ml2.11","o","author.126","Thomas","Gilovich",2,2
"ml2.11","o","author.68","Clayton R.","Critcher",1,2
"ml2.12","o","author.342","Thomas K.","Srull",1,2
"ml2.12","o","author.397","Robert S.","Wyer",2,2
"ml2.13","o","author.187","Jeffrey A.","Joireman",4,4
"ml2.13","o","author.216","Paul A. M. Van","Lange",1,4
"ml2.13","o","author.277","Wilma","Otten",3,4
"ml2.13","o","author.42","Ellen M. N. De","Bruin",2,4
"ml2.14","o","author.187","Jeffrey A.","Joireman",4,4
"ml2.14","o","author.216","Paul A. M. Van","Lange",1,4
"ml2.14","o","author.277","Wilma","Otten",3,4
"ml2.14","o","author.42","Ellen M. N. De","Bruin",2,4
"ml2.15","o","author.142","MARC","HAUSER",1,5
"ml2.15","o","author.179","R. KANG-XING","JIN",4,5
"ml2.15","o","author.231","JOHN","MIKHAIL",5,5
"ml2.15","o","author.398","LIANE","YOUNG",3,5
"ml2.15","o","author.46","FIERY","CUSHMAN",2,5
"ml2.16","o","author.12","C.","Anderson",1,4
"ml2.16","o","author.120","Adam D.","Galinsky",3,4
"ml2.16","o","author.194","D.","Keltner",4,4
"ml2.16","o","author.207","M. W.","Kraus",2,4
"ml2.17","o","author.135","David","Greene",2,3
"ml2.17","o","author.163","Pamela","House",3,3
"ml2.17","o","author.305","Lee","Ross",1,3
"ml2.18","o","author.135","David","Greene",2,3
"ml2.18","o","author.163","Pamela","House",3,3
"ml2.18","o","author.305","Lee","Ross",1,3
"ml2.19","o","author.125","Steffen R.","Giessner",1,2
"ml2.19","o","author.324","Thomas W.","Schubert",2,2
"ml2.2","o","author.165","Yanli","Huang",1,3
"ml2.2","o","author.365","Chi-Shing","Tse",2,3
"ml2.2","o","author.59","Kit W.","Cho",3,3
"ml2.20","o","author.190","Daniel","Kahneman",2,2
"ml2.20","o","author.367","Amos","Tversky",1,2
"ml2.21","o","author.190","Daniel","Kahneman",2,2
"ml2.21","o","author.367","Amos","Tversky",1,2
"ml2.22","o","author.126","Thomas","Gilovich",2,2
"ml2.22","o","author.68","Clayton R.","Critcher",1,2
"ml2.23","o","author.208","S.","Kumar",4,5
"ml2.23","o","author.237","H. R.","Markus",2,5
"ml2.23","o","author.260","N.V.R.","Naidu",3,5
"ml2.23","o","author.29","N.","Berlia",5,5
"ml2.23","o","author.315","K.","Savani",1,5
"ml2.24","o","author.197","Beom Jun","Kim",3,4
"ml2.24","o","author.266","Richard E.","Nisbett",4,4
"ml2.24","o","author.268","Ara","Norenzayan",1,4
"ml2.24","o","author.336","Edward E.","Smith",2,4
"ml2.25","o","author.164","Christopher K.","Hsee",1,1
"ml2.26","o","author.133","Kurt","Gray",1,2
"ml2.26","o","author.382","Daniel M.","Wegner",2,2
"ml2.27","o","author.227","K.","Liljenquist",2,2
"ml2.27","o","author.404","C.-B.","Zhong",1,2
"ml2.28","o","author.235","Hans-Peter","Mai",3,3
"ml2.28","o","author.327","Norbert","Schwarz",1,3
"ml2.28","o","author.349","Fritz","Strack",2,3
"ml2.29","o","author.331","Eldar","Shafir",1,1
"ml2.3","o","author.165","Yanli","Huang",1,3
"ml2.3","o","author.365","Chi-Shing","Tse",2,3
"ml2.3","o","author.59","Kit W.","Cho",3,3
"ml2.30","o","author.185","Eric J.","Johnson",3,4
"ml2.30","o","author.193","Elizabeth A.","Keenan",2,4
"ml2.30","o","author.379","Elke U.","Weber",4,4
"ml2.30","o","author.402","Lisa","Zaval",1,4
"ml2.31","o","author.203","Joshua","Knobe",1,1
"ml2.32","o","author.123","Itamar","Gati",2,2
"ml2.32","o","author.367","Amos","Tversky",1,2
"ml2.33","o","author.123","Itamar","Gati",2,2
"ml2.33","o","author.367","Amos","Tversky",1,2
"ml2.4","o","author.111","Gráinne M.","Fitzsimons",3,4
"ml2.4","o","author.192","Aaron C.","Kay",1,4
"ml2.4","o","author.215","Mark J.","Landau",4,4
"ml2.4","o","author.219","Kristin","Laurin",2,4
"ml2.5","o","author.100","Rebecca N.","Eyre",4,4
"ml2.5","o","author.274","Daniel M.","Oppenheimer",2,4
"ml2.5","o","author.7","Adam L.","Alter",1,4
"ml2.5","o","author.95","Nicholas","Epley",3,4
"ml2.6","o","author.132","Jesse","Graham",1,3
"ml2.6","o","author.143","Jonathan","Haidt",2,3
"ml2.6","o","author.270","Brian A.","Nosek",3,3
"ml2.7","o","author.164","Christopher K.","Hsee",2,2
"ml2.7","o","author.308","Y.","Rottenstreich",1,2
"ml2.8","o","author.198","J. K.","Kim",3,4
"ml2.8","o","author.23","M. A.","Bauer",1,4
"ml2.8","o","author.36","G. V.","Bodenhausen",4,4
"ml2.8","o","author.389","J. E. B.","Wilkie",2,4
"ml2.9","o","author.200","Shinobu","Kitayama",2,2
"ml2.9","o","author.252","Yuri","Miyamoto",1,2
"ml3.1","o","author.120","Adam D.","Galinsky",1,4
"ml3.1","o","author.140","Deborah H","Gruenfeld",4,4
"ml3.1","o","author.176","M. Ena","Inesi",3,4
"ml3.1","o","author.232","Joe C.","Magee",2,4
"ml3.10","o","author.189","Nils B.","Jostmann",1,3
"ml3.10","o","author.213","Daniël","Lakens",2,3
"ml3.10","o","author.324","Thomas W.","Schubert",3,3
"ml3.2","o","author.249","Dale T.","Miller",2,2
"ml3.2","o","author.254","Benoît","Monin",1,2
"ml3.3","o","author.306","Michael","Ross",1,2
"ml3.3","o","author.392","Anne E.","Wilson",2,2
"ml3.4","o","author.190","Daniel","Kahneman",2,2
"ml3.4","o","author.367","Amos","Tversky",1,2
"ml3.5","o","author.141","J. N.","Gutsell",2,2
"ml3.5","o","author.177","M.","Inzlicht",1,2
"ml3.6","o","author.173","Hans","IJzerman",3,5
"ml3.6","o","author.282","Michal","Parzuchowski",4,5
"ml3.6","o","author.356","Aleksandra","Szymkow",1,5
"ml3.6","o","author.395","Bogdan","Wojciszke",5,5
"ml3.6","o","author.55","Jesse","Chandler",2,5
"ml3.7","o","author.256","Katherine J.","Morris",3,3
"ml3.7","o","author.287","Richard E.","Petty",2,3
"ml3.7","o","author.47","John T.","Cacioppo",1,3
"ml3.8","o","author.116","F De","Fruyt",1,3
"ml3.8","o","author.154","C Van","Heeringen",3,3
"ml3.8","o","author.386","L Van De","Wiele",2,3
"ml3.9","o","author.38","Lera","Boroditsky",1,1
"rpp.1","o","author.304","Ardi","Roelofs",1,1
"rpp.10","o","author.121","Dana","Ganor-Stern",1,2
"rpp.10","o","author.368","Joseph","Tzelgov",2,2
"rpp.104","o","author.274","Daniel M.","Oppenheimer",2,2
"rpp.104","o","author.7","Adam L.","Alter",1,2
"rpp.106","o","author.214","Barbara","Landau",2,2
"rpp.106","o","author.80","Banchiamlack","Dessalegn",1,2
"rpp.107","o","author.152","Ran R.","Hassin",2,3
"rpp.107","o","author.325","Yaacov","Schul",3,3
"rpp.107","o","author.93","Baruch","Eitam",1,3
"rpp.11","o","author.233","James S.","Magnuson",2,2
"rpp.11","o","author.250","Daniel","Mirman",1,2
"rpp.110","o","author.103","Coreen","Farris",1,4
"rpp.110","o","author.244","Richard M.","McFall",4,4
"rpp.110","o","author.362","Teresa A.","Treat",2,4
"rpp.110","o","author.373","Richard J.","Viken",3,4
"rpp.111","o","author.181","Chris","Janiszewski",1,2
"rpp.111","o","author.369","Dan","Uy",2,2
"rpp.112","o","author.246","Chris","McKinstry",1,3
"rpp.112","o","author.341","Michael J.","Spivey",3,3
"rpp.112","o","author.72","Rick","Dale",2,3
"rpp.113","o","author.13","David A.","Armor",1,3
"rpp.113","o","author.241","Cade","Massey",2,3
"rpp.113","o","author.311","Aaron M.","Sackett",3,3
"rpp.114","o","author.3","Donna Rose","Addis",1,3
"rpp.114","o","author.317","Daniel L.","Schacter",3,3
"rpp.114","o","author.396","Alana T.","Wong",2,3
"rpp.115","o","author.271","Erika","Nurmsoo",1,2
"rpp.115","o","author.35","Paul","Bloom",2,2
"rpp.116","o","author.283","Harold","Pashler",2,2
"rpp.116","o","author.375","Edward","Vul",1,2
"rpp.117","o","author.191","Nancy","Kanwisher",3,3
"rpp.117","o","author.265","Mark","Nieuwenstein",2,3
"rpp.117","o","author.375","Edward","Vul",1,3
"rpp.118","o","author.24","Roy F.","Baumeister",2,2
"rpp.118","o","author.240","E.J.","Masicampo",1,2
"rpp.12","o","author.188","Dylan M.","Jones",3,3
"rpp.12","o","author.239","John E.","Marsh",1,3
"rpp.12","o","author.370","François","Vachon",2,3
"rpp.120","o","author.113","Dan","Foti",2,2
"rpp.120","o","author.144","Greg","Hajcak",1,2
"rpp.121","o","author.225","Matthew D.","Lieberman",3,3
"rpp.121","o","author.314","Ajay B.","Satpute",2,3
"rpp.121","o","author.357","Golnaz","Tabibnia",1,3
"rpp.122","o","author.273","Aude","Oliva",2,2
"rpp.122","o","author.8","George A.","Alvarez",1,2
"rpp.124","o","author.192","Aaron C.","Kay",2,3
"rpp.124","o","author.218","Grace P.","Lau",1,3
"rpp.124","o","author.340","Steven J.","Spencer",3,3
"rpp.127","o","author.169","Alexander C.","Huk",2,3
"rpp.127","o","author.38","Lera","Boroditsky",3,3
"rpp.127","o","author.393","Jonathan","Winawer",1,3
"rpp.129","o","author.299","Jennifer A.","Richeson",1,2
"rpp.129","o","author.361","Sophie","Trawalter",2,2
"rpp.13","o","author.301","Nicole D.","Robert",2,2
"rpp.13","o","author.49","Jamie I. D.","Campbell",1,2
"rpp.132","o","author.254","Benoît","Monin",2,3
"rpp.132","o","author.298","Daniel","Richardson",3,3
"rpp.132","o","author.69","Jennifer Randall","Crosby",1,3
"rpp.133","o","author.261","James S.","Nairne",1,3
"rpp.133","o","author.280","Josefa N.S.","Pandeirada",2,3
"rpp.133","o","author.359","Sarah R.","Thompson",3,3
"rpp.134","o","author.217","Jeff T.","Larsen",1,2
"rpp.134","o","author.245","Amie R.","McKibban",2,2
"rpp.135","o","author.270","Brian A.","Nosek",2,2
"rpp.135","o","author.295","Kate A.","Ranganath",1,2
"rpp.136","o","author.323","Jonathan W.","Schooler",2,2
"rpp.136","o","author.374","Kathleen D.","Vohs",1,2
"rpp.139","o","author.329","Catherine","Semal",4,4
"rpp.139","o","author.330","Maja","Serman",3,4
"rpp.139","o","author.364","Wiebke","Trost",2,4
"rpp.139","o","author.78","Laurent","Demany",1,4
"rpp.140","o","author.18","John A.","Bargh",2,2
"rpp.140","o","author.391","Lawrence E.","Williams",1,2
"rpp.142","o","author.139","James J.","Gross",3,3
"rpp.142","o","author.251","Christopher","Mitchell",2,3
"rpp.142","o","author.358","Maya","Tamir",1,3
"rpp.143","o","author.378","Adam","Waytz",3,4
"rpp.143","o","author.4","Scott","Akalis",2,4
"rpp.143","o","author.47","John T.","Cacioppo",4,4
"rpp.143","o","author.95","Nicholas","Epley",1,4
"rpp.145","o","author.145","Nir","Halevy",1,3
"rpp.145","o","author.312","Lilach","Sagiv",3,3
"rpp.145","o","author.37","Gary","Bornstein",2,3
"rpp.146","o","author.182","Niels","Janssen",1,3
"rpp.146","o","author.5","F.-Xavier","Alario",2,3
"rpp.146","o","author.50","Alfonso","Caramazza",3,3
"rpp.148","o","author.350","Debora","Stranieri",2,2
"rpp.148","o","author.40","Paola","Bressan",1,2
"rpp.149","o","author.350","Debora","Stranieri",2,2
"rpp.149","o","author.40","Paola","Bressan",1,2
"rpp.15","o","author.31","Derek","Besner",2,2
"rpp.15","o","author.319","James R.","Schmidt",1,2
"rpp.150","o","author.112","Sara","Forti",1,2
"rpp.150","o","author.170","Glyn W.","Humphreys",2,2
"rpp.151","o","author.151","Sophie","Harvey",3,3
"rpp.151","o","author.28","Jennifer","Benton",2,3
"rpp.151","o","author.321","Simone","Schnall",1,3
"rpp.153","o","author.124","Tandra","Ghose",2,2
"rpp.153","o","author.279","Stephen E.","Palmer",1,2
"rpp.154","o","author.156","Steven J.","Heine",1,3
"rpp.154","o","author.268","Ara","Norenzayan",3,3
"rpp.154","o","author.43","Emma E.","Buchtel",2,3
"rpp.155","o","author.253","Sara K.","Moeller",1,3
"rpp.155","o","author.303","Michael D.","Robinson",2,3
"rpp.155","o","author.400","Darya L.","Zabelina",3,3
"rpp.158","o","author.130","Thomas","Goschke",1,2
"rpp.158","o","author.87","Gesine","Dreisbach",2,2
"rpp.161","o","author.229","Vanessa","LoBue",1,2
"rpp.161","o","author.76","Judy S.","DeLoache",2,2
"rpp.165","o","author.383","Klaus","Wertenbroch",2,3
"rpp.165","o","author.39","C. Miguel","Brendl",3,3
"rpp.165","o","author.71","Xianchi","Dai",1,3
"rpp.167","o","author.20","Lawrence W.","Barsalou",3,3
"rpp.167","o","author.372","Michelle","Verges",2,3
"rpp.167","o","author.98","Zachary","Estes",1,3
"rpp.17","o","author.107","Klaus","Fiedler",1,1
"rpp.19","o","author.272","Klaus","Oberauer",1,1
"rpp.2","o","author.255","Alison L.","Morris",1,2
"rpp.2","o","author.346","Mary L.","Still",2,2
"rpp.20","o","author.313","Lili","Sahakyan",1,3
"rpp.20","o","author.376","Emily R.","Waldum",3,3
"rpp.20","o","author.77","Peter F.","Delaney",2,3
"rpp.22","o","author.15","Maria Teresa","Bajo",2,7
"rpp.22","o","author.155","Wido La","Heij",6,7
"rpp.22","o","author.162","Bernhard","Hommel",7,7
"rpp.22","o","author.264","Sander","Nieuwenhuis",5,7
"rpp.22","o","author.281","Daniela","Paolieri",4,7
"rpp.22","o","author.387","Wery van den","Wildenberg",3,7
"rpp.22","o","author.63","Lorenza S.","Colzato",1,7
"rpp.24","o","author.22","Miriam","Bassok",1,3
"rpp.24","o","author.276","An T.","Oskarsson",3,3
"rpp.24","o","author.285","Samuel F.","Pedigo",2,3
"rpp.25","o","author.212","Daniel","Lafond",2,3
"rpp.25","o","author.363","Sébastien","Tremblay",3,3
"rpp.25","o","author.65","Mathieu","Couture",1,3
"rpp.26","o","author.297","Michael","Reynolds",1,2
"rpp.26","o","author.31","Derek","Besner",2,2
"rpp.27","o","author.16","David A.","Balota",2,4
"rpp.27","o","author.31","Derek","Besner",4,4
"rpp.27","o","author.365","Chi-Shing","Tse",3,4
"rpp.27","o","author.399","Melvin J.","Yap",1,4
"rpp.28","o","author.182","Niels","Janssen",1,4
"rpp.28","o","author.234","Bradford","Mahon",3,4
"rpp.28","o","author.318","Walter","Schirm",2,4
"rpp.28","o","author.50","Alfonso","Caramazza",4,4
"rpp.29","o","author.178","Phillip J.","Isola",2,4
"rpp.29","o","author.322","Brian J.","Scholl",3,4
"rpp.29","o","author.362","Teresa A.","Treat",4,4
"rpp.29","o","author.366","Nicholas B.","Turk-Browne",1,4
"rpp.3","o","author.19","Pierre","Barrouillet",2,4
"rpp.3","o","author.226","Baptist","Liefooghe",1,4
"rpp.3","o","author.371","André","Vandierendonck",3,4
"rpp.3","o","author.48","Valérie","Camos",4,4
"rpp.32","o","author.385","Peter A.","White",1,1
"rpp.33","o","author.102","Simon","Farrell",1,1
"rpp.36","o","author.278","Sébastien","Pacton",1,3
"rpp.36","o","author.286","Pierre","Perruchet",3,3
"rpp.36","o","author.337","Amélie","Sobaco",2,3
"rpp.37","o","author.183","Yuhong V.","Jiang",3,3
"rpp.37","o","author.236","Tal","Makovski",1,3
"rpp.37","o","author.354","Rachel","Sussman",2,3
"rpp.39","o","author.289","Timothy J.","Pleskac",1,1
"rpp.4","o","author.32","Elizabeth Ligon","Bjork",2,3
"rpp.4","o","author.33","Robert A.","Bjork",3,3
"rpp.4","o","author.348","Benjamin C.","Storm",1,3
"rpp.43","o","author.238","Matthew J.","Marquez",3,3
"rpp.43","o","author.254","Benoît","Monin",1,3
"rpp.43","o","author.316","Pamela J.","Sawyer",2,3
"rpp.44","o","author.284","B. Keith","Payne",1,3
"rpp.44","o","author.347","Mark B.","Stokes",3,3
"rpp.44","o","author.45","Melissa A.","Burkley",2,3
"rpp.46","o","author.131","Samuel D.","Gosling",3,4
"rpp.46","o","author.184","Oliver P.","John",2,4
"rpp.46","o","author.290","Jeff","Potter",4,4
"rpp.46","o","author.339","Christopher J.","Soto",1,4
"rpp.48","o","author.1","Abdolhossein","Abdollahi",5,6
"rpp.48","o","author.134","Jeff","Greenberg",4,6
"rpp.48","o","author.14","Jamie","Arndt",2,6
"rpp.48","o","author.293","Tom","Pyszczynski",3,6
"rpp.48","o","author.338","Sheldon","Solomon",6,6
"rpp.48","o","author.66","Cathy R.","Cox",1,6
"rpp.49","o","author.147","Ian M.","Handley",2,9
"rpp.49","o","author.150","William P.","Hart",9,9
"rpp.49","o","author.221","Joshua","Leeper",6,9
"rpp.49","o","author.223","Hong","Li",5,9
"rpp.49","o","author.243","Kathleen C.","McCulloch",4,9
"rpp.49","o","author.267","Kenji","Noguchi",3,9
"rpp.49","o","author.41","Rick D.","Brown",7,9
"rpp.49","o","author.6","Dolores","Albarracín",1,9
"rpp.49","o","author.91","Allison","Earl",8,9
"rpp.5","o","author.146","Geoffrey","Hall",3,3
"rpp.5","o","author.251","Christopher","Mitchell",1,3
"rpp.5","o","author.262","Scott","Nash",2,3
"rpp.50","o","author.147","Ian M.","Handley",2,9
"rpp.50","o","author.150","William P.","Hart",9,9
"rpp.50","o","author.221","Joshua","Leeper",6,9
"rpp.50","o","author.223","Hong","Li",5,9
"rpp.50","o","author.243","Kathleen C.","McCulloch",4,9
"rpp.50","o","author.267","Kenji","Noguchi",3,9
"rpp.50","o","author.41","Rick D.","Brown",7,9
"rpp.50","o","author.6","Dolores","Albarracín",1,9
"rpp.50","o","author.91","Allison","Earl",8,9
"rpp.52","o","author.122","Erika D.","Garvin",4,4
"rpp.52","o","author.321","Simone","Schnall",2,4
"rpp.52","o","author.54","David B.","Centerbar",1,4
"rpp.52","o","author.62","Gerald L.","Clore",3,4
"rpp.53","o","author.11","David M.","Amodio",1,3
"rpp.53","o","author.149","Eddie","Harmon-Jones",3,3
"rpp.53","o","author.82","Patricia G.","Devine",2,3
"rpp.55","o","author.104","Meghan","Fearn",3,5
"rpp.55","o","author.148","Cindy","Harmon-Jones",2,5
"rpp.55","o","author.149","Eddie","Harmon-Jones",1,5
"rpp.55","o","author.186","Peter","Johnson",5,5
"rpp.55","o","author.335","Jonathan D.","Sigelman",4,5
"rpp.56","o","author.201","Gerben A. van","Kleef",2,4
"rpp.56","o","author.27","Ilja van","Beest",4,4
"rpp.56","o","author.345","Wolfgang","Steinel",3,4
"rpp.56","o","author.83","Eric van","Dijk",1,4
"rpp.58","o","author.222","Edward P.","Lemay",1,2
"rpp.58","o","author.60","Margaret S.","Clark",2,2
"rpp.59","o","author.222","Edward P.","Lemay",1,2
"rpp.59","o","author.60","Margaret S.","Clark",2,2
"rpp.6","o","author.158","Richard N. A.","Henson",3,3
"rpp.6","o","author.30","Christopher J.","Berry",1,3
"rpp.6","o","author.332","David R.","Shanks",2,3
"rpp.61","o","author.248","Joseph A.","Mikels",2,4
"rpp.61","o","author.352","Sarah J.","Sullivan",3,4
"rpp.61","o","author.51","Laura L.","Carstensen",4,4
"rpp.61","o","author.97","Hal","Ersner-Hershfield",1,4
"rpp.63","o","author.64","Joshua","Correll",1,1
"rpp.64","o","author.119","Jens","Förster",1,3
"rpp.64","o","author.209","Stefanie","Kuschel",3,3
"rpp.64","o","author.224","Nira","Liberman",2,3
"rpp.65","o","author.206","Amy J.","Kraft",4,5
"rpp.65","o","author.24","Roy F.","Baumeister",2,5
"rpp.65","o","author.394","Charlotte V. O.","Witvliet",5,5
"rpp.65","o","author.403","Anne L.","Zell",3,5
"rpp.65","o","author.99","Julie Juola","Exline",1,5
"rpp.68","o","author.126","Thomas","Gilovich",2,2
"rpp.68","o","author.300","Jane L.","Risen",1,2
"rpp.69","o","author.302","Richard W.","Robins",2,2
"rpp.69","o","author.360","Jessica L.","Tracy",1,2
"rpp.7","o","author.26","C. Philip","Beaman",1,3
"rpp.7","o","author.263","Ian","Neath",2,3
"rpp.7","o","author.353","Aimée M.","Surprenant",3,3
"rpp.71","o","author.343","Keith E.","Stanovich",1,2
"rpp.71","o","author.384","Richard F.","West",2,2
"rpp.72","o","author.34","Kevin L.","Blankenship",1,2
"rpp.72","o","author.381","Duane T.","Wegener",2,2
"rpp.73","o","author.249","Dale T.","Miller",2,2
"rpp.73","o","author.257","Kimberly Rios","Morrison",1,2
"rpp.77","o","author.110","Ayelet","Fishbach",2,2
"rpp.77","o","author.205","Minjung","Koo",1,2
"rpp.8","o","author.390","Allison","Williams",3,3
"rpp.8","o","author.73","James","Darragh",2,3
"rpp.8","o","author.85","Chad S.","Dodson",1,3
"rpp.80","o","author.129","Peter M.","Gollwitzer",3,3
"rpp.80","o","author.157","Marlone D.","Henderson",1,3
"rpp.80","o","author.228","Yaël de","Liver",2,3
"rpp.81","o","author.259","Arie","Nadler",2,2
"rpp.81","o","author.334","Nurit","Shnabel",1,2
"rpp.82","o","author.310","Nicholas O.","Rule",1,2
"rpp.82","o","author.9","Nalini","Ambady",2,2
"rpp.84","o","author.109","Peter","Fischer",1,3
"rpp.84","o","author.114","Dieter","Frey",3,3
"rpp.84","o","author.326","Stefan","Schulz-Hardt",2,3
"rpp.86","o","author.109","Peter","Fischer",1,3
"rpp.86","o","author.114","Dieter","Frey",3,3
"rpp.86","o","author.138","Tobias","Greitemeyer",2,3
"rpp.87","o","author.128","Phillip Atiba","Goff",1,3
"rpp.87","o","author.344","Claude M.","Steele",2,3
"rpp.87","o","author.75","Paul G.","Davies",3,3
"rpp.89","o","author.108","Eli J.","Finkel",2,2
"rpp.89","o","author.92","Paul W.","Eastwick",1,2
"rpp.93","o","author.161","John G.","Holmes",4,4
"rpp.93","o","author.220","Sadie","Leder",3,4
"rpp.93","o","author.258","Sandra L.","Murray",1,4
"rpp.93","o","author.79","Jaye L.","Derrick",2,4
"rpp.94","o","author.242","Sean M.","McCrea",1,1
"rpp.97","o","author.291","Valerie","Purdie-Vaughns",1,5
"rpp.97","o","author.344","Claude M.","Steele",2,5
"rpp.97","o","author.69","Jennifer Randall","Crosby",5,5
"rpp.97","o","author.75","Paul G.","Davies",3,5
"rpp.97","o","author.84","Ruth","Ditlmann",4,5
"ee.1","r","author.166","Jürgen","Huber",2,4
"ee.1","r","author.199","Michael","Kirchler",3,4
"ee.1","r","author.405","Felix","Holzmeister",1,4
"ee.1","r","author.406","Michael","Razen",4,4
"ee.10","r","author.166","Jürgen","Huber",2,4
"ee.10","r","author.199","Michael","Kirchler",3,4
"ee.10","r","author.405","Felix","Holzmeister",1,4
"ee.10","r","author.406","Michael","Razen",4,4
"ee.11","r","author.407","Colin","Camerer",1,3
"ee.11","r","author.408","Taisuke","Imai",2,3
"ee.11","r","author.409","Gidi","Nave",3,3
"ee.12","r","author.407","Colin","Camerer",1,3
"ee.12","r","author.408","Taisuke","Imai",2,3
