"pub_id","doi","pub_year","replicated_study","replication_source","journal_title","replicated_binary","subfield","experiment","school_prestige_1st","school_prestige_senior","media_attention"
1020065463,"10.1177/0956797610395393",2011,"3","RRR","Psychological Science","no","social","yes",6,1,2
1030023194,"10.1177/0956797614526415",2014,"0","RRR","Psychological Science","no","cognitive","yes",NA,1,8
1006286175,"10.1509/jmkr.45.6.633",2008,"1","RRR","Journal of Marketing Research","no","organizational","yes",1,1,42
1043950259,"10.1037/0022-3514.74.4.865",1998,"4","RRR","Journal of Personality and Social Psychology","no","social","yes",3,3,1
1062461818,"10.1126/science.1189993",2010,"1","SSRP 2018","Science","no","social","yes",1,1,18
1062466823,"10.1126/science.1224313",2012,"1","SSRP 2018","Science","yes","social","yes",1,1,22
1020199398,"10.1038/nature12774",2013,"0","SSRP 2018","Nature","yes","social","yes",6,6,3
1062466674,"10.1126/science.1221936",2012,"1b","SSRP 2018","Science","yes","cognitive","yes",1,1,0
1042973893,"10.1126/science.1215647",2012,"2","SSRP 2018","Science","no","social","yes",1,1,65
1044778921,"10.1038/nature13530",2014,"lookup","SSRP 2018","Nature","yes","social","no",1,1,24
1062461343,"10.1126/science.1183532",2010,"lookup","SSRP 2018","Science","yes","social","yes",3,3,0
1062468278,"10.1126/science.1239918",2013,"1","SSRP 2018","Science","no","social","yes",6,6,112
1062462472,"10.1126/science.1190792",2010,"1","SSRP 2018","Science","yes","social","yes",6,6,15
1062461556,"10.1126/science.1186799",2010,"0","SSRP 2018","Science","no","social","yes",1,1,3
1062462777,"10.1126/science.1195701",2010,"1","SSRP 2018","Science","yes","social","yes",1,1,24
1032506419,"10.1038/nature15392",2015,"0","SSRP 2018","Nature","yes","social","yes",1,1,16
1062462515,"10.1126/science.1191465",2010,"0","SSRP 2018","Science","yes","cognitive","yes",6,6,0
1062463049,"10.1126/science.1199427",2011,"1","SSRP 2018","Science","no","social","yes",NA,NA,15
1022946029,"10.1038/nature11467",2012,"1","SSRP 2018","Nature","no","social","no",1,1,15
1016179735,"10.1126/science.1222426",2012,"1","SSRP 2018","Science","no","social","yes",NA,1,16
1062464816,"10.1126/science.1207745",2011,"1","SSRP 2018","Science","no","cognitive","yes",1,1,47
1062469827,"10.1126/science.1250830",2014,"8","SSRP 2018","Science","yes","social","yes",3,3,135
1030137475,"10.1037/a0023527",2012,"1a","Curate Science","Emotion","no","social","no",1,1,17
1030137475,"10.1037/a0023527",2012,"2","Curate Science","Emotion","no","social","yes",1,1,17
1005958613,"10.1037/0022-3514.71.2.230",1996,"2a","Curate Science","Journal of Personality and Social Psychology","no","social","yes",1,1,3
1044427837,"10.1037/0022-3514.81.6.1014",2001,"1","Curate Science","Journal of Personality and Social Psychology","no","social","yes",1,6,0
1044427837,"10.1037/0022-3514.81.6.1014",2001,"3","Curate Science","Journal of Personality and Social Psychology","no","social","yes",1,6,0
1035176937,"10.1037/a0021524",2011,"1","Curate Science","Journal of Personality and Social Psychology","no","social","yes",1,1,6
1035176937,"10.1037/a0021524",2011,"8","Curate Science","Journal of Personality and Social Psychology","no","social","yes",1,1,6
1035176937,"10.1037/a0021524",2011,"9","Curate Science","Journal of Personality and Social Psychology","no","social","yes",1,1,6
1045716262,"10.1177/0956797610383437",2010,"0","Curate Science","Psychological Science","no","social","yes",1,1,42
1026844424,"10.1037/a0029288",2013,"2","Curate Science","Journal of Experimental Psychology General","no","social","yes",NA,1,5
1026844424,"10.1037/a0029288",2013,"3","Curate Science","Journal of Experimental Psychology General","no","social","yes",NA,1,5
1026844424,"10.1037/a0029288",2013,"4","Curate Science","Journal of Experimental Psychology General","no","social","yes",NA,1,5
1039348380,"10.1016/j.cognition.2006.02.009",2007,"0","Curate Science","Cognition","no","cognitive","yes",6,6,0
1040068156,"10.1016/j.jesp.2011.11.012",2012,"3","Curate Science","Journal of Experimental Social Psychology","no","social","yes",1,1,1
1029034647,"10.1111/j.1467-9280.2008.02112.x",2008,"2","Curate Science","Psychological Science","yes","social","no",NA,NA,0
1025012647,"10.1037/0022-3514.92.2.325",2007,"7","Curate Science","Journal of Personality and Social Psychology","no","social","yes",5,2,23
1024380191,"10.1111/j.1467-9280.2007.02004.x",2007,"0","Curate Science","Psychological Science","yes","social","yes",1,6,0
1031221672,"10.1037/h0032317",1972,"2","Curate Science","Journal of Personality and Social Psychology","no","social","yes",NA,NA,3
1039309571,"10.1016/0022-1031(89)90010-3",1989,"2","Curate Science","Journal of Experimental Social Psychology","no","social","yes",3,NA,8
1062468278,"10.1126/science.1239918",2013,"3","Curate Science","Science","no","social","yes",6,6,112
1062468278,"10.1126/science.1239918",2013,"5","Curate Science","Science","no","social","yes",6,6,112
1102895743,"10.2307/2786238",1975,"1","Curate Science","Sociometry","no","social","yes",NA,NA,0
1008292848,"10.1037/0022-3514.74.3.774",1998,"2","Curate Science","Journal of Personality and Social Psychology","no","social","yes",2,2,89
1043533346,"10.1016/j.jesp.2004.07.001",2005,"0","Curate Science","Journal of Experimental Social Psychology","no","social","yes",6,NA,0
1010703069,"10.1037/0096-3445.136.2.241",2007,"1","Curate Science","Journal of Experimental Psychology General","no","cognitive","yes",2,2,0
1040839581,"10.1037/0022-3514.85.1.33",2003,"1","Curate Science","Journal of Personality and Social Psychology","no","social","yes",2,5,1
1008561867,"10.1037/a0027598",2012,"1","Curate Science","Journal of Experimental Psychology General","no","social","yes",3,1,8
1008561867,"10.1037/a0027598",2012,"2","Curate Science","Journal of Experimental Psychology General","no","social","yes",3,1,8
1004666379,"10.1177/0956797611435919",2012,"1","Curate Science","Psychological Science","no","social","yes",6,6,2
1043551099,"10.1126/science.1132491",2006,"3","Curate Science","Science","no","social","yes",2,1,10
1052397429,"10.1177/0956797609358096",2010,"0","Curate Science","Psychological Science","no","cognitive","yes",6,6,3
1062454584,"10.1126/science.1130726",2006,"3","Curate Science","Science","no","social","yes",1,1,10
1062454584,"10.1126/science.1130726",2006,"4","Curate Science","Science","no","social","yes",1,1,10
1025612301,"10.1037/0278-7393.34.2.353",2008,"3","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",3,3,0
1052708319,"10.1037/0278-7393.34.1.146",2008,"6","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",6,6,0
1049083032,"10.1037/0278-7393.34.3.478",2008,"4","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",2,6,1
1037137562,"10.1037/0278-7393.34.1.230",2008,"1","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",1,1,0
1035395519,"10.1037/0278-7393.34.1.237",2008,"2","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",6,2,0
1047523843,"10.1037/0278-7393.34.1.97",2008,"1","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",1,6,0
1049366200,"10.1037/0278-7393.34.1.219",2008,"2","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",3,6,0
1033828848,"10.1037/0278-7393.34.3.460",2008,"3","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",3,3,0
1001186838,"10.1037/0278-7393.34.2.430",2008,"2","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",6,6,0
1020843028,"10.1037/0278-7393.34.1.65",2008,"2","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",6,6,0
1008496262,"10.1037/0278-7393.34.1.243",2008,"0","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",2,2,0
1003651120,"10.1037/0278-7393.34.3.546",2008,"3","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",5,5,0
1040273752,"10.1037/0278-7393.34.3.514",2008,"2","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",2,2,0
1050294977,"10.1037/0278-7393.34.1.186",2008,"2","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",6,6,0
1034299317,"10.1037/0278-7393.34.3.439",2008,"3","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",1,1,0
1015052554,"10.1037/0278-7393.34.2.408",2008,"3","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",6,6,0
1000690338,"10.1037/0278-7393.34.2.302",2008,"3","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",2,2,0
1045130550,"10.1037/0278-7393.34.2.343",2008,"1","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",1,3,0
1037575327,"10.1037/0278-7393.34.3.524",2008,"0","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",5,5,0
1019920579,"10.1037/0278-7393.34.3.495",2008,"4","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",2,2,0
1031777240,"10.1037/0278-7393.34.1.249",2008,"1","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",1,1,0
1043477280,"10.1037/0278-7393.34.2.399",2008,"4b","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",1,1,0
1035912180,"10.1037/0278-7393.34.1.204",2008,"3","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",2,2,0
1023985984,"10.1037/0278-7393.34.1.128",2008,"2","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",1,1,0
1003532846,"10.1037/0278-7393.34.1.80",2008,"4b","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",6,6,0
1032360019,"10.1037/0278-7393.34.2.369",2008,"3","rpp","Journal of Experimental Psychology Learning Memory and Cognition","yes","cognitive","yes",1,1,0
1012854415,"10.1037/0278-7393.34.1.167",2008,"0","rpp","Journal of Experimental Psychology Learning Memory and Cognition","no","cognitive","yes",NA,NA,0
1013304435,"10.1037/0022-3514.95.1.76",2008,"4","rpp","Journal of Personality and Social Psychology","no","social","yes",1,NA,7
1009033159,"10.1037/0022-3514.94.1.16",2008,"4","rpp","Journal of Personality and Social Psychology","yes","social","yes",1,1,0
1002955396,"10.1037/0022-3514.94.4.718",2008,"0","rpp","Journal of Personality and Social Psychology","yes","personality","no",1,NA,0
1052223072,"10.1037/0022-3514.94.4.696",2008,"6","rpp","Journal of Personality and Social Psychology","no","social","no",5,NA,0
1000283887,"10.1037/a0012833",2008,"5","rpp","Journal of Personality and Social Psychology","no","social","yes",6,2,1
1000283887,"10.1037/a0012833",2008,"7","rpp","Journal of Personality and Social Psychology","no","social","yes",6,2,1
1043911445,"10.1037/0022-3514.94.4.560",2008,"5","rpp","Journal of Personality and Social Psychology","no","social","yes",NA,1,0
1045803579,"10.1037/0022-3514.94.1.60",2008,"2","rpp","Journal of Personality and Social Psychology","no","social","no",1,2,0
1036017211,"10.1037/0022-3514.94.1.1",2008,"2","rpp","Journal of Personality and Social Psychology","no","social","yes",2,1,0
1020366046,"10.1037/0022-3514.94.4.600",2008,"3","rpp","Journal of Personality and Social Psychology","no","social","yes",2,2,0
1020414327,"10.1037/0022-3514.95.2.420",2008,"5","rpp","Journal of Personality and Social Psychology","no","social","yes",1,1,1
1003269145,"10.1037/0022-3514.94.4.647",2008,"5","rpp","Journal of Personality and Social Psychology","yes","social","yes",1,1,0
1044848816,"10.1037/0022-3514.94.1.158",2008,"2","rpp","Journal of Personality and Social Psychology","no","social","yes",1,1,0
1027492804,"10.1037/0022-3514.94.1.48",2008,"2","rpp","Journal of Personality and Social Psychology","no","social","yes",1,1,0
1037891356,"10.1037/0022-3514.94.4.579",2008,"1","rpp","Journal of Personality and Social Psychology","no","social","yes",1,6,1
1044777639,"10.1037/0022-3514.94.3.495",2008,"7","rpp","Journal of Personality and Social Psychology","no","social","yes",2,6,0
1014208893,"10.1037/0022-3514.95.2.293",2008,"6","rpp","Journal of Personality and Social Psychology","no","social","yes",1,1,1
1020287560,"10.1037/0022-3514.94.3.516",2008,"4","rpp","Journal of Personality and Social Psychology","yes","social","yes",1,2,1
1017263992,"10.1037/0022-3514.94.4.672",2008,"8","rpp","Journal of Personality and Social Psychology","no","social","yes",1,6,0
1023359133,"10.1037/0022-3514.94.2.94.2.196",2008,"5a","rpp","Journal of Personality and Social Psychology","no","social","yes",6,NA,0
1050717036,"10.1037/0022-3514.94.5.871",2008,"3","rpp","Journal of Personality and Social Psychology","yes","social","no",1,1,0
1041904465,"10.1037/0022-3514.94.2.183",2008,"4","rpp","Journal of Personality and Social Psychology","no","social","yes",1,1,1
1041622841,"10.1037/0022-3514.94.3.396",2008,"5","rpp","Journal of Personality and Social Psychology","no","social","yes",1,1,0
1027493068,"10.1037/0022-3514.94.1.116",2008,"4","rpp","Journal of Personality and Social Psychology","no","social","yes",3,3,0
1011010396,"10.1111/j.1467-9280.2008.02054.x",2008,"1","rpp","Psychological Science","no","social","yes",3,3,0
1012152485,"10.1037/0022-3514.94.2.94.2.231",2008,"2","rpp","Journal of Personality and Social Psychology","yes","social","yes",2,6,0
1030205032,"10.1037/0022-3514.94.3.382",2008,"4","rpp","Journal of Personality and Social Psychology","no","social","yes",2,6,1
1013340091,"10.1037/0022-3514.94.1.91",2008,"4","rpp","Journal of Personality and Social Psychology","no","social","yes",2,1,2
1008646085,"10.1037/0022-3514.94.3.429",2008,"5","rpp","Journal of Personality and Social Psychology","no","social","yes",NA,2,1
1037039963,"10.1037/0022-3514.95.2.274",2008,"3","rpp","Journal of Personality and Social Psychology","yes","social","yes",6,6,0
1027194230,"10.1037/0022-3514.94.4.615",2008,"1","rpp","Journal of Personality and Social Psychology","no","social","yes",1,NA,4
1008650445,"10.1111/j.1467-9280.2008.02062.x",2008,"2b","rpp","Psychological Science","no","social","yes",1,1,1
1049043395,"10.1111/j.1467-9280.2008.02066.x",2008,"4","rpp","Psychological Science","no","cognitive","yes",1,1,0
1023965440,"10.1111/j.1467-9280.2008.02078.x",2008,"2","rpp","Psychological Science","no","social","yes",2,2,0
1039148419,"10.1111/j.1467-9280.2008.02092.x",2008,"0","rpp","Psychological Science","no","social","yes",4,4,1
1052817520,"10.1111/j.1467-9280.2008.02057.x",2008,"4b","rpp","Psychological Science","yes","cognitive","yes",2,2,1
1022291681,"10.1111/j.1467-9280.2008.02041.x",2008,"0","rpp","Psychological Science","yes","cognitive","no",NA,1,0
1026445809,"10.1111/j.1467-9280.2008.02089.x",2008,"1","rpp","Psychological Science","yes","social","yes",6,1,0
1027308230,"10.1111/j.1467-9280.2008.02043.x",2008,"0","rpp","Psychological Science","yes","social","no",1,1,0
1041006636,"10.1111/j.1467-9280.2008.02069.x",2008,"1","rpp","Psychological Science","no","cognitive","yes",1,1,0
1015348000,"10.1111/j.1467-9280.2008.02136.x",2008,"0","rpp","Psychological Science","yes","cognitive","yes",1,1,0
1019054775,"10.1111/j.1467-9280.2008.02046.x",2008,"1","rpp","Psychological Science","yes","cognitive","yes",1,1,0
1021410578,"10.1111/j.1467-9280.2008.02077.x",2008,"0","rpp","Psychological Science","no","social","yes",5,5,2
1010699998,"10.1111/j.1467-9280.2008.02053.x",2008,"1","rpp","Psychological Science","no","social","yes",4,4,0
1039093633,"10.1111/j.1467-9280.2008.02091.x",2008,"2","rpp","Psychological Science","yes","social","yes",1,1,0
1031986139,"10.1111/j.1467-9280.2008.02098.x",2008,"3","rpp","Psychological Science","yes","cognitive","yes",1,1,2
1042231474,"10.1111/j.1467-9280.2008.02040.x",2008,"0","rpp","Psychological Science","no","social","yes",2,2,0
1041511213,"10.1111/j.1467-9280.2008.02080.x",2008,"0","rpp","Psychological Science","yes","cognitive","yes",1,1,0
1040602719,"10.1111/j.1467-9280.2008.02052.x",2008,"1","rpp","Psychological Science","no","social","no",NA,NA,0
1016805706,"10.1111/j.1467-9280.2008.02072.x",2008,"0","rpp","Psychological Science","no","social","yes",6,3,9
1036091027,"10.1111/j.1467-9280.2008.02064.x",2008,"2","rpp","Psychological Science","yes","cognitive","yes",2,2,0
1005607577,"10.1111/j.1467-9280.2008.02095.x",2008,"2","rpp","Psychological Science","yes","social","no",6,6,0
1042352666,"10.1111/j.1467-9280.2008.02045.x",2008,"1","rpp","Psychological Science","no","social","yes",2,1,13
1003995225,"10.1111/j.1467-9280.2008.02050.x",2008,"5","rpp","Psychological Science","yes","cognitive","yes",NA,NA,0
1016307756,"10.1111/j.1467-9280.2008.02084.x",2008,"4","rpp","Psychological Science","no","social","yes",1,1,0
1030519997,"10.1111/j.1467-9280.2008.02088.x",2008,"0","rpp","Psychological Science","yes","social","yes",5,1,2
1019754001,"10.1111/j.1467-9280.2008.02056.x",2008,"3","rpp","Psychological Science","no","social","yes",1,1,4
1002593930,"10.1111/j.1467-9280.2008.02100.x",2008,"0","rpp","Psychological Science","yes","social","yes",2,2,13
1029260728,"10.1111/j.1467-9280.2008.02070.x",2008,"2","rpp","Psychological Science","no","cognitive","yes",6,NA,0
1053287609,"10.1111/j.1467-9280.2008.02060.x",2008,"2","rpp","Psychological Science","no","social","no",6,6,3
1020928857,"10.1111/j.1467-9280.2008.02044.x",2008,"0","rpp","Psychological Science","no","cognitive","yes",NA,NA,0
1053006518,"10.1111/j.1467-9280.2008.02227.x",2008,"1, 2","rpp","Psychological Science","no","social","yes",6,6,4
1018940841,"10.1111/j.1467-9280.2008.02049.x",2008,"2","rpp","Psychological Science","no","cognitive","yes",1,1,0
1013059151,"10.1111/j.1467-9280.2008.02085.x",2008,"1","rpp","Psychological Science","yes","personality","no",1,1,0
1052452001,"10.1111/j.1467-9280.2008.02093.x",2008,"2","rpp","Psychological Science","no","personality","no",6,6,0
1027028375,"10.1111/j.1467-9280.2008.02042.x",2008,"0","rpp","Psychological Science","yes","social","yes",6,6,0
1045723745,"10.1111/j.1467-9280.2008.02081.x",2008,"3","rpp","Psychological Science","no","cognitive","yes",3,3,2
1022889028,"10.1111/j.1467-9280.2008.02039.x",2008,"1","rpp","Psychological Science","no","social","no",NA,NA,0
1041803386,"10.1111/j.1467-9280.2008.02051.x",2008,"1","rpp","Psychological Science","no","cognitive","yes",NA,2,0
1024980438,"10.1037/0022-3514.56.2.161",1989,"1","psych_filedrawer","Journal of Personality and Social Psychology","no","social","yes",2,4,0
1011384985,"10.1037/a0016797",2009,"1, 2","psych_filedrawer","Journal of Experimental Psychology General","yes","cognitive","yes",1,1,0
1049424354,"10.1177/0956797610377341",2010,"1","psych_filedrawer","Psychological Science","yes","cognitive","yes",1,3,0
1021914785,"10.1016/j.jesp.2010.05.025",2010,"1","psych_filedrawer","Journal of Experimental Social Psychology","no","social","yes",1,1,11
1043595650,"10.1006/cogp.2001.0748",2001,"1, 3","psych_filedrawer","Cognitive Psychology","no","cognitive","yes",1,1,0
1049918905,"10.1016/j.jesp.2007.06.005",2008,"1","psych_filedrawer","Journal of Experimental Social Psychology","yes","social","yes",NA,NA,0
1029586942,"10.1111/j.1467-9280.1990.tb00227.x",1990,"1a","psych_filedrawer","Psychological Science","no","cognitive","yes",NA,1,0
1027182053,"10.1038/nature01647",2003,"1","psych_filedrawer","Nature","no","cognitive","yes",2,2,24
1043950259,"10.1037/0022-3514.74.4.865",1998,"1, 3","psych_filedrawer","Journal of Personality and Social Psychology","no","social","yes",3,3,1
1052239211,"10.1073/pnas.1118373109",2012,"3","psych_filedrawer","Proceedings of the National Academy of Sciences of the United States of America","yes","social","no",1,1,82
1013426113,"10.1016/j.brainres.2007.08.032",2007,"1a","psych_filedrawer","Brain Research","yes","cognitive","yes",NA,NA,0
1025012647,"10.1037/0022-3514.92.2.325",2007,"8","psych_filedrawer","Journal of Personality and Social Psychology","yes","social","yes",5,2,23
1016307756,"10.1111/j.1467-9280.2008.02084.x",2008,"3","psych_filedrawer","Psychological Science","no","social","yes",1,1,0
1034405886,"10.1177/0956797610393745",2011,"0","psych_filedrawer","Psychological Science","no","social","yes",3,1,31
1048391631,"10.1111/j.1467-9280.2009.02426.x",2009,"4","psych_filedrawer","Psychological Science","no","social","yes",1,NA,8
1063740502,"10.1177/0146167210383440",2010,"1","psych_filedrawer","Personality and Social Psychology Bulletin","no","social","yes",1,6,3
1038904242,"10.1016/j.cognition.2007.07.017",2008,"3","psych_filedrawer","Cognition","no","cognitive","yes",5,NA,1
1016307756,"10.1111/j.1467-9280.2008.02084.x",2008,"1","psych_filedrawer","Psychological Science","no","social","yes",1,1,0
1039035938,"10.1037/a0016997",2010,"1","psych_filedrawer","Journal of Personality and Social Psychology","no","social","yes",3,6,0
1043897278,"10.1177/0956797611434748",2012,"0","psych_filedrawer","Psychological Science","yes","social","no",3,3,2
1042414695,"10.1348/000709909x466479",2010,"2","psych_filedrawer","British Journal of Educational Psychology","no","cognitive","yes",5,5,0
1028889730,"10.1177/0956797612447820",2013,"1","psych_filedrawer","Psychological Science","yes","social","no",6,2,1
1000988461,"10.1006/jesp.2001.1488",2002,"1","psych_filedrawer","Journal of Experimental Social Psychology","no","social","yes",2,6,0
1044431753,"10.1037/a0022571",2011,"1","psych_filedrawer","Emotion","yes","social","yes",3,NA,0
1015929657,"10.1177/0956797611418837",2011,"0","psych_filedrawer","Psychological Science","no","cognitive","yes",NA,NA,0
1052239211,"10.1073/pnas.1118373109",2012,"2","psych_filedrawer","Proceedings of the National Academy of Sciences of the United States of America","yes","social","no",1,1,82
1058858403,"10.1086/676126",2014,"3","psych_filedrawer","Journal of Consumer Research","yes","social","yes",NA,NA,6
1063740422,"10.1177/0146167208318952",2008,"4","psych_filedrawer","Personality and Social Psychology Bulletin","yes","personality","yes",3,6,0
1001817464,"10.1177/0956797613503853",2014,"1","psych_filedrawer","Psychological Science","yes","social","no",NA,1,26
1030137475,"10.1037/a0023527",2012,"1b","psych_filedrawer","Emotion","no","social","no",1,1,17
