paper_id,target_filename,corpus,action,year,journal,authors,title,doi,doi_url,oa_url,ezproxy_url,best_url,libkey_url,libkey_direct,in_holdings,retracted
p0289,p0289.pdf,yang_uzzi,PULL (institutional),2014.0,Journal of Consumer Research,"Mathew S. Isaac, Aaron R. Brough",Judging a Part by the Size of Its Whole: The Category Size Bias in Probability Judgments,10.1086/676126,https://doi.org/10.1086/676126,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1086/676126,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1086/676126,https://libkey.io/libraries/1781/10.1086/676126,https://libkey.io/libraries/1781/articles/49928774/full-text-file,True,False
p0290,p0290.pdf,yang_uzzi,PULL (institutional),2014.0,Journal of Consumer Research,"Anuj Shah, Adam L. Alter",Consuming Experiential Categories,10.1086/677893,https://doi.org/10.1086/677893,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1086/677893,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1086/677893,https://libkey.io/libraries/1781/10.1086/677893,https://libkey.io/libraries/1781/articles/52439335/full-text-file,True,False
p0291,p0291.pdf,yang_uzzi,PULL (institutional),2014.0,Journal of Consumer Research,"Monica Wadhwa, Kuangjie Zhang",This Number Just Feels Right: The Impact of Roundedness of Price Numbers on Product Evaluations,10.1086/678484,https://doi.org/10.1086/678484,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1086/678484,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1086/678484,https://libkey.io/libraries/1781/10.1086/678484,https://libkey.io/libraries/1781/articles/52897215/full-text-file,True,False
p0292,p0292.pdf,forrt,PULL (institutional),2014.0,Journal of Consumer Research,"Philip M. Fernbach, Christina Kan, John Lynch",Squeezed: Coping with Constraint through Efficiency and Prioritization,10.1086/679118,https://doi.org/10.1086/679118,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1086/679118,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1086/679118,https://libkey.io/libraries/1781/10.1086/679118,https://libkey.io/libraries/1781/articles/53188165/full-text-file,True,False
p0293,p0293.pdf,forrt,PULL (institutional),2017.0,Journal of the Association for Consumer Research,"Adrian F. Ward, Kristen Duke, Ayelet Gneezy et al.",Brain Drain: The Mere Presence of One’s Own Smartphone Reduces Available Cognitive Capacity,10.1086/691462,https://doi.org/10.1086/691462,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1086/691462,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1086/691462,https://libkey.io/libraries/1781/10.1086/691462,https://libkey.io/libraries/1781/articles/394320091/full-text-file,True,False
p0294,p0294.pdf,forrt,"AUTO (open-access, skip)",2014.0,Journal of Political Economy,"James Liang, Hui Wang, Edward P. Lazear",Demographics and Entrepreneurship,10.1086/698750,https://doi.org/10.1086/698750,https://doi.org/10.3386/w20506,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1086/698750,https://doi.org/10.3386/w20506,https://libkey.io/libraries/1781/10.1086/698750,,,
p0295,p0295.pdf,forrt,PULL (institutional),2015.0,Cyberpsychology Behavior and Social Networking,"Philipp A. Schroeder, Johannes Lohmann, Martin V. Butz et al.",Behavioral Bias for Food Reflected in Hand Movements: A Preliminary Study with Healthy Subjects,10.1089/cyber.2015.0311,https://doi.org/10.1089/cyber.2015.0311,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1089/cyber.2015.0311,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1089/cyber.2015.0311,https://libkey.io/libraries/1781/10.1089/cyber.2015.0311,https://libkey.io/libraries/1781/articles/56941601/full-text-file,True,False
p0296,p0296.pdf,forrt,PULL (institutional),2017.0,Cyberpsychology Behavior and Social Networking,"Guido M. van Koningsbruggen, Tilo Hartmann, Allison Eden et al.",Spontaneous Hedonic Reactions to Social Media Cues,10.1089/cyber.2016.0530,https://doi.org/10.1089/cyber.2016.0530,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1089/cyber.2016.0530,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1089/cyber.2016.0530,https://libkey.io/libraries/1781/10.1089/cyber.2016.0530,https://libkey.io/libraries/1781/articles/95001305/full-text-file,True,False
p0297,p0297.pdf,forrt,PULL (institutional),2014.0,The British Journal of Aesthetics,"Shen‐yi Liao, Nina Strohminger, Chandra Sripada",Empirically Investigating Imaginative Resistance,10.1093/aesthj/ayu027,https://doi.org/10.1093/aesthj/ayu027,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/aesthj/ayu027,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/aesthj/ayu027,https://libkey.io/libraries/1781/10.1093/aesthj/ayu027,,,
p0298,p0298.pdf,forrt,"AUTO (open-access, skip)",2003.0,Analysis,Joshua Knobe,Intentional action and side effects in ordinary language,10.1093/analys/63.3.190,https://doi.org/10.1093/analys/63.3.190,https://academic.oup.com/analysis/article-pdf/63/3/190/471795/63-3-190.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/analys/63.3.190,https://academic.oup.com/analysis/article-pdf/63/3/190/471795/63-3-190.pdf,https://libkey.io/libraries/1781/10.1093/analys/63.3.190,,,
p0299,p0299.pdf,forrt,PULL (institutional),2012.0,European Sociological Review,"Tsui-o Tai, Judith Treas",Housework Task Hierarchies in 32 Countries,10.1093/esr/jcs057,https://doi.org/10.1093/esr/jcs057,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/esr/jcs057,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/esr/jcs057,https://libkey.io/libraries/1781/10.1093/esr/jcs057,https://libkey.io/libraries/1781/articles/27455259/full-text-file,True,False
p0300,p0300.pdf,forrt,PULL (institutional),2016.0,European Sociological Review,Céline Teney,Does the EU Economic Crisis Undermine Subjective Europeanization? Assessing the Dynamics of Citizens' EU Framing between 2004 and 2013,10.1093/esr/jcw008,https://doi.org/10.1093/esr/jcw008,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/esr/jcw008,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/esr/jcw008,https://libkey.io/libraries/1781/10.1093/esr/jcw008,https://libkey.io/libraries/1781/articles/58095739/full-text-file,True,False
p0301,p0301.pdf,forrt,"AUTO (open-access, skip)",2017.0,European Sociological Review,"M.D. Brons, Aart C. Liefbroer, Harry B. G. Ganzeboom",Parental Socio-Economic Status and First Union Formation: Can European Variation Be Explained by the Second Demographic Transition Theory?,10.1093/esr/jcx078,https://doi.org/10.1093/esr/jcx078,https://academic.oup.com/esr/article-pdf/33/6/809/22090329/jcx078.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/esr/jcx078,https://academic.oup.com/esr/article-pdf/33/6/809/22090329/jcx078.pdf,https://libkey.io/libraries/1781/10.1093/esr/jcx078,,,
p0302,p0302.pdf,forrt,PULL (institutional),2017.0,The Journals of Gerontology Series B,"Xianmin Gong, Fan Zhang, Helene H. Fung",Are Older Adults More Willing to Donate? The Roles of Donation Form and Social Relationship,10.1093/geronb/gbx099,https://doi.org/10.1093/geronb/gbx099,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/geronb/gbx099,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/geronb/gbx099,https://libkey.io/libraries/1781/10.1093/geronb/gbx099,,,
p0303,p0303.pdf,forrt,"AUTO (open-access, skip)",2007.0,Health Education Research,"Bart Thoolen, Denise T. D. de Ridder, Jozien M. Bensing et al.",Beyond Good Intentions: the development and evaluation of a proactive self-management course for patients recently diagnosed with Type 2 diabetes,10.1093/her/cyl160,https://doi.org/10.1093/her/cyl160,https://academic.oup.com/her/article-pdf/23/1/53/2485081/cyl160.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/her/cyl160,https://academic.oup.com/her/article-pdf/23/1/53/2485081/cyl160.pdf,https://libkey.io/libraries/1781/10.1093/her/cyl160,,,
p0304,p0304.pdf,forrt,PULL (institutional),2020.0,Journal of Consumer Research,"Noah VanBergen, Caglar Irmak, Julio Sevilla",Product Entitativity: How the Presence of Product Replicates Increases Perceived and Actual Product Efficacy,10.1093/jcr/ucaa006,https://doi.org/10.1093/jcr/ucaa006,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucaa006,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucaa006,https://libkey.io/libraries/1781/10.1093/jcr/ucaa006,https://libkey.io/libraries/1781/articles/367476796/full-text-file,True,False
p0305,p0305.pdf,forrt,PULL (institutional),2020.0,Journal of Consumer Research,"Jordan Etkin, Sarah A Memmi",Goal Conflict Encourages Work and Discourages Leisure,10.1093/jcr/ucaa019,https://doi.org/10.1093/jcr/ucaa019,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucaa019,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucaa019,https://libkey.io/libraries/1781/10.1093/jcr/ucaa019,https://libkey.io/libraries/1781/articles/380801516/full-text-file,True,False
p0306,p0306.pdf,forrt,PULL (institutional),2015.0,Journal of Consumer Research,"Stephanie Tully, Hal E. Hershfield, Tom Meyvis",Seeking Lasting Enjoyment with Limited Money: Financial Constraints Increase Preference for Material Goods over Experiences,10.1093/jcr/ucv007,https://doi.org/10.1093/jcr/ucv007,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucv007,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucv007,https://libkey.io/libraries/1781/10.1093/jcr/ucv007,https://libkey.io/libraries/1781/articles/58500127/full-text-file,True,False
p0307,p0307.pdf,forrt,PULL (institutional),2015.0,Journal of Consumer Research,"Kristina M. Durante, Vladas Griskevicius, Joseph P. Redden et al.",Spending on Daughters versus Sons in Economic Recessions,10.1093/jcr/ucv023,https://doi.org/10.1093/jcr/ucv023,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucv023,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucv023,https://libkey.io/libraries/1781/10.1093/jcr/ucv023,https://libkey.io/libraries/1781/articles/58500141/full-text-file,True,False
p0308,p0308.pdf,forrt,PULL (institutional),2015.0,Journal of Consumer Research,"Yuwei Jiang, Gerald J. Gorn, Maria Galli et al.",Does Your Company Have the Right Logo? How and Why Circular- and Angular-Logo Shapes Influence Brand Attribute Judgments,10.1093/jcr/ucv049,https://doi.org/10.1093/jcr/ucv049,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucv049,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucv049,https://libkey.io/libraries/1781/10.1093/jcr/ucv049,https://libkey.io/libraries/1781/articles/58500188/full-text-file,True,False
p0309,p0309.pdf,forrt,PULL (institutional),2015.0,Journal of Consumer Research,"Ravi Mehta, Meng Zhu",Creating When You Have Less: The Impact of Resource Scarcity on Product Use Creativity,10.1093/jcr/ucv051,https://doi.org/10.1093/jcr/ucv051,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucv051,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucv051,https://libkey.io/libraries/1781/10.1093/jcr/ucv051,https://libkey.io/libraries/1781/articles/58500189/full-text-file,True,False
p0310,p0310.pdf,forrt,PULL (institutional),2016.0,Journal of Consumer Research,"Marisabel Romero, Dipayan Biswas","Healthy-Left, Unhealthy-Right: Can Displaying Healthy Items to the Left (versus Right) of Unhealthy Items Nudge Healthier Choices?",10.1093/jcr/ucw008,https://doi.org/10.1093/jcr/ucw008,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucw008,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucw008,https://libkey.io/libraries/1781/10.1093/jcr/ucw008,https://libkey.io/libraries/1781/articles/58500216/full-text-file,True,False
p0311,p0311.pdf,forrt,"AUTO (open-access, skip)",2016.0,Journal of Consumer Research,"Kirk Kristofferson, Brent McFerran, Andrea C. Morales et al.",The Dark Side of Scarcity Promotions: How Exposure to Limited-Quantity Promotions Can Induce Aggression,10.1093/jcr/ucw056,https://doi.org/10.1093/jcr/ucw056,https://academic.oup.com/jcr/article-pdf/43/5/683/25022899/ucw056.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucw056,https://academic.oup.com/jcr/article-pdf/43/5/683/25022899/ucw056.pdf,https://libkey.io/libraries/1781/10.1093/jcr/ucw056,,,
p0312,p0312.pdf,forrt,PULL (institutional),2017.0,Journal of Consumer Research,"Henrik Hagtvedt, Sylvia Bräsel",Color Saturation Increases Perceived Product Size,10.1093/jcr/ucx039,https://doi.org/10.1093/jcr/ucx039,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucx039,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucx039,https://libkey.io/libraries/1781/10.1093/jcr/ucx039,,True,False
p0313,p0313.pdf,forrt,PULL (institutional),2017.0,Journal of Consumer Research,"Bella Rozenkrants, S. Christian Wheeler, Baba Shiv",Self-Expression Cues in Product Rating Distributions: When People Prefer Polarizing Products,10.1093/jcr/ucx067,https://doi.org/10.1093/jcr/ucx067,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucx067,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucx067,https://libkey.io/libraries/1781/10.1093/jcr/ucx067,https://libkey.io/libraries/1781/articles/98793679/full-text-file,True,False
p0314,p0314.pdf,forrt,PULL (institutional),2017.0,Journal of Consumer Research,"Richard G. Netemeyer, Dee Warmath, Daniel Fernandes et al.","How Am I Doing? Perceived Financial Well-Being, Its Potential Antecedents, and Its Relation to Overall Well-Being",10.1093/jcr/ucx109,https://doi.org/10.1093/jcr/ucx109,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucx109,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucx109,https://libkey.io/libraries/1781/10.1093/jcr/ucx109,https://libkey.io/libraries/1781/articles/161689607/full-text-file,True,False
p0315,p0315.pdf,forrt,PULL (institutional),2018.0,Journal of Consumer Research,"Eugenia Wu, Sarah G. Moore, Gavan J. Fitzsimons","Wine for the Table: Self-Construal, Group Size, and Choice for Self and Others",10.1093/jcr/ucy082,https://doi.org/10.1093/jcr/ucy082,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucy082,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucy082,https://libkey.io/libraries/1781/10.1093/jcr/ucy082,https://libkey.io/libraries/1781/articles/253889286/full-text-file,True,False
p0316,p0316.pdf,forrt,PULL (institutional),2019.0,Journal of Consumer Research,"Jennifer Savary, Ravi Dhar",The Uncertain Self: How Self-Concept Structure Affects Subscription Choice,10.1093/jcr/ucz022,https://doi.org/10.1093/jcr/ucz022,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucz022,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucz022,https://libkey.io/libraries/1781/10.1093/jcr/ucz022,https://libkey.io/libraries/1781/articles/313383273/full-text-file,True,False
p0317,p0317.pdf,forrt,"AUTO (open-access, skip)",2019.0,Journal of Consumer Research,"Feifei Huang, Vincent Wong, Echo Wen Wan",The Influence of Product Anthropomorphism on Comparative Judgment,10.1093/jcr/ucz028,https://doi.org/10.1093/jcr/ucz028,http://ira.lib.polyu.edu.hk/bitstream/10397/97105/1/Huang_Influence_Product_Anthropomorphism.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jcr/ucz028,http://ira.lib.polyu.edu.hk/bitstream/10397/97105/1/Huang_Influence_Product_Anthropomorphism.pdf,https://libkey.io/libraries/1781/10.1093/jcr/ucz028,,True,False
p0318,p0318.pdf,forrt,"AUTO (open-access, skip)",2012.0,Journal of Semantics,"Michael Hackl, Jorie Koster-Hale, Jason Varvoutis",Quantification and ACD: Evidence from Real-Time Sentence Processing,10.1093/jos/ffr009,https://doi.org/10.1093/jos/ffr009,https://academic.oup.com/jos/article-pdf/29/2/145/4623482/ffr009.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/jos/ffr009,https://academic.oup.com/jos/article-pdf/29/2/145/4623482/ffr009.pdf,https://libkey.io/libraries/1781/10.1093/jos/ffr009,,,
p0319,p0319.pdf,forrt,PULL (institutional),2017.0,Public Opinion Quarterly,"Brian Schaffner, Samantha Luks",Misinformation or Expressive Responding?,10.1093/poq/nfx042,https://doi.org/10.1093/poq/nfx042,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/poq/nfx042,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/poq/nfx042,https://libkey.io/libraries/1781/10.1093/poq/nfx042,https://libkey.io/libraries/1781/articles/161800623/full-text-file,True,False
p0320,p0320.pdf,forrt,PULL (institutional),2011.0,The Quarterly Journal of Economics,"Keith M. Marzilli Ericson, Andreas Fuster",Expectations as Endowments: Evidence on Reference-Dependent Preferences from Exchange and Valuation Experiments *,10.1093/qje/qjr034,https://doi.org/10.1093/qje/qjr034,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/qje/qjr034,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/qje/qjr034,https://libkey.io/libraries/1781/10.1093/qje/qjr034,https://libkey.io/libraries/1781/articles/28241810/full-text-file,True,False
p0321,p0321.pdf,forrt,PULL (institutional),2013.0,The Quarterly Journal of Economics,"Ilyana Kuziemko, Ryan W. Buell, Taly Reich et al.",“Last-Place Aversion”: Evidence and Redistributive Implications *,10.1093/qje/qjt035,https://doi.org/10.1093/qje/qjt035,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/qje/qjt035,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/qje/qjt035,https://libkey.io/libraries/1781/10.1093/qje/qjt035,,,
p0322,p0322.pdf,forrt,PULL (institutional),2009.0,Review of Financial Studies,"Tim Bollerslev, George Tauchen, Hao Zhou",Expected Stock Returns and Variance Risk Premia,10.1093/rfs/hhp008,https://doi.org/10.1093/rfs/hhp008,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/rfs/hhp008,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/rfs/hhp008,https://libkey.io/libraries/1781/10.1093/rfs/hhp008,,,
p0323,p0323.pdf,forrt,"AUTO (open-access, skip)",2016.0,Social Cognitive and Affective Neuroscience,"Roberta Riccelli, Nicola Toschi, Salvatore Nigro et al.",Surface-based morphometry reveals the neuroanatomical basis of the five-factor model of personality,10.1093/scan/nsw175,https://doi.org/10.1093/scan/nsw175,https://academic.oup.com/scan/article-pdf/12/4/671/27104106/nsw175.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/scan/nsw175,https://academic.oup.com/scan/article-pdf/12/4/671/27104106/nsw175.pdf,https://libkey.io/libraries/1781/10.1093/scan/nsw175,,,
p0324,p0324.pdf,forrt,PULL (institutional),2014.0,Social Forces,Megan Andrew,The Scarring Effects of Primary-Grade Retention? A Study of Cumulative Advantage in the Educational Career,10.1093/sf/sou074,https://doi.org/10.1093/sf/sou074,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/sf/sou074,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/sf/sou074,https://libkey.io/libraries/1781/10.1093/sf/sou074,https://libkey.io/libraries/1781/articles/52665518/full-text-file,True,False
p0325,p0325.pdf,forrt,"AUTO (open-access, skip)",2022.0,Work Aging and Retirement,"Yochai Shavit, Kevin Chi, Laura L. Carstensen",Age and Time Horizons Are Associated With Preferences for Helping Colleagues,10.1093/workar/waac024,https://doi.org/10.1093/workar/waac024,https://academic.oup.com/workar/advance-article-pdf/doi/10.1093/workar/waac024/45044706/waac024.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1093/workar/waac024,https://academic.oup.com/workar/advance-article-pdf/doi/10.1093/workar/waac024/45044706/waac024.pdf,https://libkey.io/libraries/1781/10.1093/workar/waac024,,,
p0326,p0326.pdf,forrt,PULL (institutional),2006.0,Journal of Developmental & Behavioral Pediatrics,"Howard G. Cohen, MILA AMERINE-DICKENS, Tristram Smith",Early Intensive Behavioral Treatment,10.1097/00004703-200604002-00013,https://doi.org/10.1097/00004703-200604002-00013,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1097/00004703-200604002-00013,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1097/00004703-200604002-00013,https://libkey.io/libraries/1781/10.1097/00004703-200604002-00013,https://libkey.io/libraries/1781/articles/42933023/full-text-file,True,False
p0327,p0327.pdf,forrt,PULL (institutional),2001.0,Psychosomatic Medicine,"Terry D. Blumenthal, Traverse T. Burnett, Charles D. Swerdlow",Prepulses Reduce the Pain of Cutaneous Electrical Shocks,10.1097/00006842-200103000-00012,https://doi.org/10.1097/00006842-200103000-00012,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1097/00006842-200103000-00012,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1097/00006842-200103000-00012,https://libkey.io/libraries/1781/10.1097/00006842-200103000-00012,https://libkey.io/libraries/1781/articles/50191133/full-text-file,True,False
p0328,p0328.pdf,forrt,"AUTO (open-access, skip)",2011.0,Proceedings of the Royal Society B Biological Sciences,"Ryota Kanai, Bahador Bahrami, R. Roylance et al.",Online social network size is reflected in human brain structure,10.1098/rspb.2011.1959,https://doi.org/10.1098/rspb.2011.1959,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2011.1959,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1098/rspb.2011.1959,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2011.1959,https://libkey.io/libraries/1781/10.1098/rspb.2011.1959,,,
p0329,p0329.pdf,forrt,PULL (institutional),2022.0,Proceedings of the Royal Society B Biological Sciences,"Arianna Curioni, Pavel V. Voinov, Matthias Allritz et al.",Human adults prefer to cooperate even when it is costly,10.1098/rspb.2022.0128,https://doi.org/10.1098/rspb.2022.0128,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1098/rspb.2022.0128,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1098/rspb.2022.0128,https://libkey.io/libraries/1781/10.1098/rspb.2022.0128,https://libkey.io/libraries/1781/articles/569170995/full-text-file,True,False
p0330,p0330.pdf,forrt,PULL (institutional),2016.0,IEEE Transactions on Software Engineering,"Jürgen Börstler, Barbara Paech",The Role of Method Chains and Comments in Software Readability and Comprehension—An Experiment,10.1109/tse.2016.2527791,https://doi.org/10.1109/tse.2016.2527791,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1109/tse.2016.2527791,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1109/tse.2016.2527791,https://libkey.io/libraries/1781/10.1109/tse.2016.2527791,,,
p0331,p0331.pdf,both,"AUTO (open-access, skip)",2000.0,Journal of Personality,"David Watson, Brock Hubbard, David Wiese",General Traits of Personality and Affectivity as Predictors of Satisfaction in Intimate Relationships: Evidence from Self‐ and Partner‐Ratings,10.1111/1467-6494.00102,https://doi.org/10.1111/1467-6494.00102,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-6494.00102,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-6494.00102,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-6494.00102,https://libkey.io/libraries/1781/10.1111/1467-6494.00102,https://libkey.io/libraries/1781/articles/47163589/full-text-file,True,False
p0332,p0332.pdf,both,PULL (institutional),2000.0,Journal of Personality,Douglas MacDonald,"Spirituality: Description, Measurement, and Relation to the Five Factor Model of Personality",10.1111/1467-6494.t01-1-00094,https://doi.org/10.1111/1467-6494.t01-1-00094,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-6494.t01-1-00094,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-6494.t01-1-00094,https://libkey.io/libraries/1781/10.1111/1467-6494.t01-1-00094,https://libkey.io/libraries/1781/articles/592269248/full-text-file,True,False
p0333,p0333.pdf,yang_uzzi,PULL (institutional),2003.0,Analysis,Joshua Knobe,Intentional action and side effects in ordinary language,10.1111/1467-8284.00419,https://doi.org/10.1111/1467-8284.00419,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-8284.00419,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-8284.00419,https://libkey.io/libraries/1781/10.1111/1467-8284.00419,,,False
p0334,p0334.pdf,yang_uzzi,PULL (institutional),1999.0,Psychological Science,"Margaret Shih, Todd L. Pittinsky, Nalini Ambady",Stereotype Susceptibility: Identity Salience and Shifts in Quantitative Performance,10.1111/1467-9280.00111,https://doi.org/10.1111/1467-9280.00111,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-9280.00111,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-9280.00111,https://libkey.io/libraries/1781/10.1111/1467-9280.00111,https://libkey.io/libraries/1781/articles/5317719/full-text-file,True,False
p0335,p0335.pdf,forrt,PULL (institutional),2001.0,Psychological Science,"Yuval Rottenstreich, Christopher K. Hsee","Money, Kisses, and Electric Shocks: On the Affective Psychology of Risk",10.1111/1467-9280.00334,https://doi.org/10.1111/1467-9280.00334,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-9280.00334,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-9280.00334,https://libkey.io/libraries/1781/10.1111/1467-9280.00334,https://libkey.io/libraries/1781/articles/5317911/full-text-file,True,False
p0336,p0336.pdf,forrt,PULL (institutional),2001.0,Psychological Science,"Michael A. Olson, Russell H. Fázio",Implicit Attitude Formation Through Classical Conditioning,10.1111/1467-9280.00376,https://doi.org/10.1111/1467-9280.00376,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-9280.00376,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-9280.00376,https://libkey.io/libraries/1781/10.1111/1467-9280.00376,https://libkey.io/libraries/1781/articles/5317973/full-text-file,True,False
p0337,p0337.pdf,both,PULL (institutional),2002.0,Psychological Science,"Barbara L. Fredrickson, Thomas E. Joiner",Positive Emotions Trigger Upward Spirals Toward Emotional Well-Being,10.1111/1467-9280.00431,https://doi.org/10.1111/1467-9280.00431,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-9280.00431,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-9280.00431,https://libkey.io/libraries/1781/10.1111/1467-9280.00431,https://libkey.io/libraries/1781/articles/5318047/full-text-file,True,False
p0338,p0338.pdf,forrt,PULL (institutional),2003.0,Psychological Science,"Yaffa Yeshurun, Liat Levy",Transient Spatial Attention Degrades Temporal Resolution,10.1111/1467-9280.02436,https://doi.org/10.1111/1467-9280.02436,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-9280.02436,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1111/1467-9280.02436,https://libkey.io/libraries/1781/10.1111/1467-9280.02436,https://libkey.io/libraries/1781/articles/5318354/full-text-file,True,False
