paper_id,target_filename,corpus,action,year,journal,authors,title,doi,doi_url,oa_url,ezproxy_url,best_url,libkey_url,libkey_direct,in_holdings,retracted
p0001,p0001.pdf,both,PULL (institutional),1998.0,Journal of Behavioral Decision Making,Christopher K. Hsee,Less is better: when low-value options are valued more highly than high-value options,10.1002/(sici)1099-0771(199806)11:2<107::aid-bdm292>3.0.co;2-y,https://doi.org/10.1002/%28sici%291099-0771%28199806%2911%3A2%3C107%3A%3Aaid-bdm292%3E3.0.co%3B2-y,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/%28sici%291099-0771%28199806%2911%3A2%3C107%3A%3Aaid-bdm292%3E3.0.co%3B2-y,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/%28sici%291099-0771%28199806%2911%3A2%3C107%3A%3Aaid-bdm292%3E3.0.co%3B2-y,https://libkey.io/libraries/1781/10.1002/%28sici%291099-0771%28199806%2911%3A2%3C107%3A%3Aaid-bdm292%3E3.0.co%3B2-y,https://libkey.io/libraries/1781/articles/26002636/full-text-file,True,False
p0002,p0002.pdf,yang_uzzi,PULL (institutional),2000.0,Journal of Behavioral Decision Making,"Fenna H. Poletiek, Mariëtte Berndsen",Hypothesis testing as risk behaviour with regard to beliefs,10.1002/(sici)1099-0771(200001/03)13:1<107::aid-bdm349>3.0.co;2-p,https://doi.org/10.1002/%28sici%291099-0771%28200001/03%2913%3A1%3C107%3A%3Aaid-bdm349%3E3.0.co%3B2-p,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/%28sici%291099-0771%28200001/03%2913%3A1%3C107%3A%3Aaid-bdm349%3E3.0.co%3B2-p,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/%28sici%291099-0771%28200001/03%2913%3A1%3C107%3A%3Aaid-bdm349%3E3.0.co%3B2-p,https://libkey.io/libraries/1781/10.1002/%28sici%291099-0771%28200001/03%2913%3A1%3C107%3A%3Aaid-bdm349%3E3.0.co%3B2-p,,,
p0003,p0003.pdf,forrt,PULL (institutional),2000.0,Journal of Behavioral Decision Making,"Melissa L. Finucane, Ali Alhakami, Paul Slovic et al.",The affect heuristic in judgments of risks and benefits,10.1002/(sici)1099-0771(200001/03)13:1<1::aid-bdm333>3.0.co;2-s,https://doi.org/10.1002/%28sici%291099-0771%28200001/03%2913%3A1%3C1%3A%3Aaid-bdm333%3E3.0.co%3B2-s,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/%28sici%291099-0771%28200001/03%2913%3A1%3C1%3A%3Aaid-bdm333%3E3.0.co%3B2-s,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/%28sici%291099-0771%28200001/03%2913%3A1%3C1%3A%3Aaid-bdm333%3E3.0.co%3B2-s,https://libkey.io/libraries/1781/10.1002/%28sici%291099-0771%28200001/03%2913%3A1%3C1%3A%3Aaid-bdm333%3E3.0.co%3B2-s,,,
p0004,p0004.pdf,forrt,PULL (institutional),2007.0,Applied Cognitive Psychology,"Maryanne Garry, Lauren French, Toni Kinzett et al.",Eyewitness memory following discussion: using the MORI technique with a Western sample,10.1002/acp.1376,https://doi.org/10.1002/acp.1376,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/acp.1376,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/acp.1376,https://libkey.io/libraries/1781/10.1002/acp.1376,,,
p0005,p0005.pdf,forrt,PULL (institutional),2012.0,Applied Cognitive Psychology,"Tapani Riekki, Marjaana Lindeman, Marja Aleneff et al.",Paranormal and Religious Believers Are More Prone to Illusory Face Perception than Skeptics and Non‐believers,10.1002/acp.2874,https://doi.org/10.1002/acp.2874,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/acp.2874,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/acp.2874,https://libkey.io/libraries/1781/10.1002/acp.2874,,,
p0006,p0006.pdf,forrt,PULL (institutional),2005.0,Journal of Behavioral Decision Making,"Tehila Kogut, Ilana Ritov","The “identified victim” effect: an identified group, or just a single individual?",10.1002/bdm.492,https://doi.org/10.1002/bdm.492,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/bdm.492,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/bdm.492,https://libkey.io/libraries/1781/10.1002/bdm.492,,,
p0007,p0007.pdf,both,PULL (institutional),2007.0,Journal of Behavioral Decision Making,"Clayton R. Critcher, Thomas Gilovich",Incidental environmental anchors,10.1002/bdm.586,https://doi.org/10.1002/bdm.586,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/bdm.586,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/bdm.586,https://libkey.io/libraries/1781/10.1002/bdm.586,,,
p0008,p0008.pdf,both,PULL (institutional),2014.0,European Journal of Social Psychology,"Yanli Huang, Chi‐Shing Tse, Kit W. Cho",Living in the north is not necessarily favorable: Different metaphoric associations between cardinal direction and valence in Hong Kong and in the United States,10.1002/ejsp.2013,https://doi.org/10.1002/ejsp.2013,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/ejsp.2013,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/ejsp.2013,https://libkey.io/libraries/1781/10.1002/ejsp.2013,,,
p0009,p0009.pdf,both,PULL (institutional),1987.0,European Journal of Social Psychology,Jozef M. Nuttin,Affective consequences of mere ownership: The name letter effect in twelve European languages,10.1002/ejsp.2420170402,https://doi.org/10.1002/ejsp.2420170402,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/ejsp.2420170402,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/ejsp.2420170402,https://libkey.io/libraries/1781/10.1002/ejsp.2420170402,,False,False
p0010,p0010.pdf,forrt,PULL (institutional),2007.0,European Journal of Social Psychology,"Monika Stelzl, Leslie M. Janes, Clive Seligman",Champ or chump: strategic utilization of dual social identities of others,10.1002/ejsp.446,https://doi.org/10.1002/ejsp.446,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/ejsp.446,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/ejsp.446,https://libkey.io/libraries/1781/10.1002/ejsp.446,,,
p0011,p0011.pdf,forrt,PULL (institutional),2018.0,Journal of the Experimental Analysis of Behavior,"C. Renee Renda, Jillian M. Rung, Jay E. Hinnenkamp et al.",Impulsive choice and pre‐exposure to delays: iv. effects of delay‐ and immediacy‐exposure training relative to maturational changes in impulsivity,10.1002/jeab.432,https://doi.org/10.1002/jeab.432,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/jeab.432,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/jeab.432,https://libkey.io/libraries/1781/10.1002/jeab.432,,,
p0012,p0012.pdf,forrt,PULL (institutional),2021.0,Journal of the Experimental Analysis of Behavior,"William T. Davis, John T. Rapp, Kristen M. Brogan et al.",Comparing stimulus preference and response force in a conjugate preparation,10.1002/jeab.705,https://doi.org/10.1002/jeab.705,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/jeab.705,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/jeab.705,https://libkey.io/libraries/1781/10.1002/jeab.705,,,
p0013,p0013.pdf,forrt,PULL (institutional),2016.0,Journal of Organizational Behavior,"Scott King, Fred B. Bryant",The Workplace Intergenerational Climate Scale (WICS): A self‐report instrument measuring ageism in the workplace,10.1002/job.2118,https://doi.org/10.1002/job.2118,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/job.2118,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/job.2118,https://libkey.io/libraries/1781/10.1002/job.2118,,,
p0014,p0014.pdf,forrt,PULL (institutional),2013.0,Journal of Policy Analysis and Management,Gregg G. Van Ryzin,An Experimental Test of the Expectancy-Disconfirmation Theory of Citizen Satisfaction,10.1002/pam.21702,https://doi.org/10.1002/pam.21702,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/pam.21702,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/pam.21702,https://libkey.io/libraries/1781/10.1002/pam.21702,https://libkey.io/libraries/1781/articles/40597030/full-text-file,True,False
p0015,p0015.pdf,forrt,PULL (institutional),2013.0,European Journal of Personality,"Galit Armon, Samuel Melamed, Arie Shirom et al.",Personality Traits and Body Weight Measures: Concurrent and Across–Time Associations,10.1002/per.1902,https://doi.org/10.1002/per.1902,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/per.1902,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/per.1902,https://libkey.io/libraries/1781/10.1002/per.1902,,,
p0016,p0016.pdf,forrt,PULL (institutional),2016.0,European Journal of Personality,"Eunike Wetzel, Marius Leckelt, Tanja M. Gerlach et al.",Distinguishing Subgroups of Narcissists with Latent Class Analysis,10.1002/per.2062,https://doi.org/10.1002/per.2062,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/per.2062,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/per.2062,https://libkey.io/libraries/1781/10.1002/per.2062,,,
p0017,p0017.pdf,forrt,PULL (institutional),2010.0,European Journal of Personality,"Nicolas Vermeulen, Julie Toussaint, Olivier Luminet",The influence of Alexithymia and music on the Incidental Memory for Emotion Words,10.1002/per.758,https://doi.org/10.1002/per.758,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/per.758,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/per.758,https://libkey.io/libraries/1781/10.1002/per.758,,,
p0018,p0018.pdf,forrt,PULL (institutional),2010.0,European Journal of Personality,"Manja Vollmann, Katja Antoniw, Freda–Marie Hartung et al.",Social Support as Mediator of the Stress Buffering Effect of Optimism: The Importance of Differentiating the Recipients’ and Providers’ Perspective,10.1002/per.803,https://doi.org/10.1002/per.803,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/per.803,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/per.803,https://libkey.io/libraries/1781/10.1002/per.803,,,
p0019,p0019.pdf,forrt,PULL (institutional),2016.0,Strategic Management Journal,"Brian T. McCann, Mona Bahl",The influence of competition from informal firms on new product development,10.1002/smj.2585,https://doi.org/10.1002/smj.2585,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/smj.2585,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/smj.2585,https://libkey.io/libraries/1781/10.1002/smj.2585,,,
p0020,p0020.pdf,forrt,PULL (institutional),2017.0,Southern Economic Journal,"Subhasish M. Chowdhury, Joo Young Jeon, Bibhas Saha",Gender Differences in the Giving and Taking Variants of the Dictator Game,10.1002/soej.12223,https://doi.org/10.1002/soej.12223,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/soej.12223,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1002/soej.12223,https://libkey.io/libraries/1781/10.1002/soej.12223,,,
p0021,p0021.pdf,forrt,"AUTO (open-access, skip)",2011.0,Experimental Economics,"Marco A. Janssen, John M. Anderies, Sanket R. Joshi",Coordination and cooperation in asymmetric commons dilemmas,10.1007/s10683-011-9281-9,https://doi.org/10.1007/s10683-011-9281-9,https://dlc.dlib.indiana.edu/bitstreams/cbaa1355-4ba3-47bd-a0fe-8c6478ea38e3/download,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1007/s10683-011-9281-9,https://dlc.dlib.indiana.edu/bitstreams/cbaa1355-4ba3-47bd-a0fe-8c6478ea38e3/download,https://libkey.io/libraries/1781/10.1007/s10683-011-9281-9,,,
p0022,p0022.pdf,forrt,PULL (institutional),2011.0,Experimental Economics,"Ismael Rodríguez-Lara, Luis Moreno-Garrido",Self-interest and fairness: self-serving choices of justice principles,10.1007/s10683-011-9295-3,https://doi.org/10.1007/s10683-011-9295-3,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1007/s10683-011-9295-3,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1007/s10683-011-9295-3,https://libkey.io/libraries/1781/10.1007/s10683-011-9295-3,,,
p0023,p0023.pdf,forrt,"AUTO (open-access, skip)",2010.0,Philosophical Studies,"Joshua May, Richard Holton",What in the world is weakness of will?,10.1007/s11098-010-9651-8,https://doi.org/10.1007/s11098-010-9651-8,https://link.springer.com/content/pdf/10.1007/s11098-010-9651-8.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1007/s11098-010-9651-8,https://link.springer.com/content/pdf/10.1007/s11098-010-9651-8.pdf,https://libkey.io/libraries/1781/10.1007/s11098-010-9651-8,,,
p0024,p0024.pdf,forrt,"AUTO (open-access, skip)",2010.0,Reading and Writing,"Jinmian Yang, Keith Rayner, Nan Li et al.",Is preview benefit from word n + 2 a common effect in reading Chinese? Evidence from eye movements,10.1007/s11145-010-9282-7,https://doi.org/10.1007/s11145-010-9282-7,https://link.springer.com/content/pdf/10.1007/s11145-010-9282-7.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1007/s11145-010-9282-7,https://link.springer.com/content/pdf/10.1007/s11145-010-9282-7.pdf,https://libkey.io/libraries/1781/10.1007/s11145-010-9282-7,,,
p0025,p0025.pdf,forrt,"AUTO (open-access, skip)",2011.0,Demography,"Anne Case, Christina Paxson",The Impact of the AIDS Pandemic on Health Services in Africa: Evidence from Demographic and Health Surveys,10.1007/s13524-011-0026-3,https://doi.org/10.1007/s13524-011-0026-3,https://read.dukeupress.edu/demography/article-pdf/48/2/675/880804/675case.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1007/s13524-011-0026-3,https://read.dukeupress.edu/demography/article-pdf/48/2/675/880804/675case.pdf,https://libkey.io/libraries/1781/10.1007/s13524-011-0026-3,,,
p0026,p0026.pdf,forrt,"AUTO (open-access, skip)",2018.0,Demography,"Shuai Chen, Jan C. van Ours",Subjective Well-being and Partnership Dynamics: Are Same-Sex Relationships Different?,10.1007/s13524-018-0725-0,https://doi.org/10.1007/s13524-018-0725-0,https://read.dukeupress.edu/demography/article-pdf/55/6/2299/842490/2299chen.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1007/s13524-018-0725-0,https://read.dukeupress.edu/demography/article-pdf/55/6/2299/842490/2299chen.pdf,https://libkey.io/libraries/1781/10.1007/s13524-018-0725-0,,,
p0027,p0027.pdf,both,PULL (institutional),1991.0,Journal of Experimental Social Psychology,"Mark Spranca, Elisa Minsk, Jonathan Baron",Omission and commission in judgment and choice,10.1016/0022-1031(91)90011-t,https://doi.org/10.1016/0022-1031%2891%2990011-t,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/0022-1031%2891%2990011-t,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/0022-1031%2891%2990011-t,https://libkey.io/libraries/1781/10.1016/0022-1031%2891%2990011-t,,,
p0028,p0028.pdf,forrt,PULL (institutional),2010.0,Journal of Consumer Psychology,"Adriana V. Madzharov, Lauren Block",Effects of product unit image on consumption of snack foods,10.1016/j.jcps.2010.06.007,https://doi.org/10.1016/j.jcps.2010.06.007,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/j.jcps.2010.06.007,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/j.jcps.2010.06.007,https://libkey.io/libraries/1781/10.1016/j.jcps.2010.06.007,,,
p0029,p0029.pdf,forrt,PULL (institutional),2018.0,Learning and Instruction,"Oddny Judith Solheim, Jan C. Frijters, Kjersti Lundetræ et al.",Effectiveness of an early reading intervention in a semi-transparent orthography: A group randomised controlled trial,10.1016/j.learninstruc.2018.05.004,https://doi.org/10.1016/j.learninstruc.2018.05.004,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/j.learninstruc.2018.05.004,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/j.learninstruc.2018.05.004,https://libkey.io/libraries/1781/10.1016/j.learninstruc.2018.05.004,,,
p0030,p0030.pdf,forrt,"AUTO (open-access, skip)",2017.0,Neurobiology of Learning and Memory,"Boris Kotchoubey, Yuri G. Pavlov",Name conditioning in event-related brain potentials,10.1016/j.nlm.2017.09.009,https://doi.org/10.1016/j.nlm.2017.09.009,https://www.sciencedirect.com/science/article/pii/S1074742717301545,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/j.nlm.2017.09.009,https://www.sciencedirect.com/science/article/pii/S1074742717301545,https://libkey.io/libraries/1781/10.1016/j.nlm.2017.09.009,,,
p0031,p0031.pdf,forrt,PULL (institutional),2013.0,Organizational Behavior and Human Decision Processes,Chia‐Jung Tsay,The vision heuristic: Judging music ensembles by sight alone,10.1016/j.obhdp.2013.10.003,https://doi.org/10.1016/j.obhdp.2013.10.003,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/j.obhdp.2013.10.003,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/j.obhdp.2013.10.003,https://libkey.io/libraries/1781/10.1016/j.obhdp.2013.10.003,https://libkey.io/libraries/1781/articles/48716123/full-text-file,True,False
p0032,p0032.pdf,forrt,PULL (institutional),2016.0,World Development,"Pelle Ahlerup, Thushyanthan Baskaran, Arne Bigsten",Government Impartiality and Sustained Growth in Sub-Saharan Africa,10.1016/j.worlddev.2016.03.006,https://doi.org/10.1016/j.worlddev.2016.03.006,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/j.worlddev.2016.03.006,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/j.worlddev.2016.03.006,https://libkey.io/libraries/1781/10.1016/j.worlddev.2016.03.006,,,
p0033,p0033.pdf,forrt,PULL (institutional),1998.0,Journal of Operations Management,"Robert Collins, Carlos Cordón, Denyse Julien",An empirical test of the rigid flexibility model,10.1016/s0272-6963(97)00033-8,https://doi.org/10.1016/s0272-6963%2897%2900033-8,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/s0272-6963%2897%2900033-8,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1016/s0272-6963%2897%2900033-8,https://libkey.io/libraries/1781/10.1016/s0272-6963%2897%2900033-8,,,
p0034,p0034.pdf,forrt,PULL (institutional),2013.0,Behaviour Change,"Meredith Medway, Mairwen K. Jones","Further Evidence That Repeated Checking Leads to Reduced Memory Confidence, Vividness and Detail: New Evidence That Repeated Object Exposure Also Results in Memory Distrust",10.1017/bec.2013.16,https://doi.org/10.1017/bec.2013.16,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/bec.2013.16,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/bec.2013.16,https://libkey.io/libraries/1781/10.1017/bec.2013.16,,,
p0035,p0035.pdf,forrt,"AUTO (open-access, skip)",2013.0,Episteme,"James R. Beebe, Joseph Shea",GETTIERIZED KNOBE EFFECTS,10.1017/epi.2013.23,https://doi.org/10.1017/epi.2013.23,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7A313CEBB18468875372DB034179B606/S1742360013000233a.pdf/div-class-title-gettierized-knobe-effects-div.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/epi.2013.23,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7A313CEBB18468875372DB034179B606/S1742360013000233a.pdf/div-class-title-gettierized-knobe-effects-div.pdf,https://libkey.io/libraries/1781/10.1017/epi.2013.23,,,
p0036,p0036.pdf,forrt,PULL (institutional),2010.0,American Political Science Review,"Erik Lindqvist, Robert Östling",Political Polarization and the Size of Government,10.1017/s0003055410000262,https://doi.org/10.1017/s0003055410000262,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s0003055410000262,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s0003055410000262,https://libkey.io/libraries/1781/10.1017/s0003055410000262,,,
p0037,p0037.pdf,forrt,PULL (institutional),2012.0,American Political Science Review,Regina Bateson,Crime Victimization and Political Participation,10.1017/s0003055412000299,https://doi.org/10.1017/s0003055412000299,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s0003055412000299,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s0003055412000299,https://libkey.io/libraries/1781/10.1017/s0003055412000299,,,
p0038,p0038.pdf,forrt,PULL (institutional),2011.0,British Journal of Political Science,"Christian Welzel, Franziska Deutsch",Emancipative Values and Non-Violent Protest: The Importance of ‘Ecological’ Effects,10.1017/s0007123411000421,https://doi.org/10.1017/s0007123411000421,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s0007123411000421,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s0007123411000421,https://libkey.io/libraries/1781/10.1017/s0007123411000421,,,
p0039,p0039.pdf,forrt,PULL (institutional),2021.0,British Journal of Political Science,Ayobami Laniyonu,Phantom Pains: The Effect of Police Killings of Black Americans on Black British Attitudes,10.1017/s0007123421000557,https://doi.org/10.1017/s0007123421000557,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s0007123421000557,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s0007123421000557,https://libkey.io/libraries/1781/10.1017/s0007123421000557,,,
p0040,p0040.pdf,forrt,"AUTO (open-access, skip)",2013.0,Psychological Medicine,"Willemijn A. van Gastel, James H. MacCabe, Chris D. Schubart et al.",Cigarette smoking and cannabis use are equally strongly associated with psychotic-like experiences: a cross-sectional study in 1929 young adults,10.1017/s0033291713000202,https://doi.org/10.1017/s0033291713000202,https://kclpure.kcl.ac.uk/ws/files/12130889/S0033291713000202a_2.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s0033291713000202,https://kclpure.kcl.ac.uk/ws/files/12130889/S0033291713000202a_2.pdf,https://libkey.io/libraries/1781/10.1017/s0033291713000202,,,
p0041,p0041.pdf,forrt,"AUTO (open-access, skip)",2012.0,World Politics,Lauren M. McLaren,"The Cultural Divide in Europe: Migration, Multiculturalism, and Political Trust",10.1017/s0043887112000032,https://doi.org/10.1017/s0043887112000032,https://muse.jhu.edu/pub/122/article/473129,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s0043887112000032,https://muse.jhu.edu/pub/122/article/473129,https://libkey.io/libraries/1781/10.1017/s0043887112000032,,,
p0042,p0042.pdf,forrt,"AUTO (open-access, skip)",2014.0,Bilingualism Language and Cognition,"Melody Wiseheart, Mythili Viswanathan, Ellen Bialystok",Flexibility in task switching by monolinguals and bilinguals,10.1017/s1366728914000273,https://doi.org/10.1017/s1366728914000273,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5886FD02EE32C1FBD1374AF2F0808011/S1366728914000273a.pdf/div-class-title-flexibility-in-task-switching-by-monolinguals-and-bilinguals-a-href-afn1-ref-type-fn-a-div.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s1366728914000273,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5886FD02EE32C1FBD1374AF2F0808011/S1366728914000273a.pdf/div-class-title-flexibility-in-task-switching-by-monolinguals-and-bilinguals-a-href-afn1-ref-type-fn-a-div.pdf,https://libkey.io/libraries/1781/10.1017/s1366728914000273,,,
p0043,p0043.pdf,forrt,"AUTO (open-access, skip)",2009.0,Judgment and Decision Making,"Daniel M. Oppenheimer, Benoît Monin","The retrospective gambler’s fallacy: Unlikely events, constructing the past, and multiple universes",10.1017/s1930297500001170,https://doi.org/10.1017/s1930297500001170,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/95DA11F5AE78BA5924DA185EEAD075A3/S1930297500001170a.pdf/div-class-title-the-retrospective-gambler-s-fallacy-unlikely-events-constructing-the-past-and-multiple-universes-div.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s1930297500001170,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/95DA11F5AE78BA5924DA185EEAD075A3/S1930297500001170a.pdf/div-class-title-the-retrospective-gambler-s-fallacy-unlikely-events-constructing-the-past-and-multiple-universes-div.pdf,https://libkey.io/libraries/1781/10.1017/s1930297500001170,,,
p0044,p0044.pdf,forrt,"AUTO (open-access, skip)",2013.0,Judgment and Decision Making,"Terry Connolly, Jochen Reb, Edgar E. Kausel",Regret salience and accountability in the decoy effect,10.1017/s1930297500005064,https://doi.org/10.1017/s1930297500005064,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/775A8F09AAC2E75749FBA034B4992CBA/S1930297500005064a.pdf/div-class-title-regret-salience-and-accountability-in-the-decoy-effect-div.pdf,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/s1930297500005064,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/775A8F09AAC2E75749FBA034B4992CBA/S1930297500005064a.pdf/div-class-title-regret-salience-and-accountability-in-the-decoy-effect-div.pdf,https://libkey.io/libraries/1781/10.1017/s1930297500005064,,,
p0045,p0045.pdf,forrt,PULL (institutional),2015.0,Journal of Experimental Political Science,"Brendan Nyhan, Jason Reifler",Displacing Misinformation about Events: An Experimental Test of Causal Corrections,10.1017/xps.2014.22,https://doi.org/10.1017/xps.2014.22,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/xps.2014.22,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/xps.2014.22,https://libkey.io/libraries/1781/10.1017/xps.2014.22,,,
p0046,p0046.pdf,forrt,PULL (institutional),2017.0,Journal of Experimental Political Science,"Toni Alexander Ihme, Markus Tausendpfund",Gender Differences in Political Knowledge: Bringing Situation Back In,10.1017/xps.2017.21,https://doi.org/10.1017/xps.2017.21,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/xps.2017.21,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1017/xps.2017.21,https://libkey.io/libraries/1781/10.1017/xps.2017.21,,,
p0047,p0047.pdf,both,PULL (institutional),2013.0,Social Psychology,"Aleksandra Szymków, Jesse Chandler, Hans IJzerman et al.","Warmer Hearts, Warmer Rooms",10.1027/1864-9335/a000147,https://doi.org/10.1027/1864-9335/a000147,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1027/1864-9335/a000147,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1027/1864-9335/a000147,https://libkey.io/libraries/1781/10.1027/1864-9335/a000147,https://libkey.io/libraries/1781/articles/61071252/full-text-file,True,False
p0048,p0048.pdf,forrt,PULL (institutional),2006.0,Journal of Abnormal Psychology,"David S. Kosson, Amanda R. Lorenz, Joseph P. Newman",Effects of comorbid psychopathy on criminal offending and emotion processing in male offenders with antisocial personality disorder.,10.1037/0021-843x.115.4.798,https://doi.org/10.1037/0021-843x.115.4.798,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1037/0021-843x.115.4.798,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1037/0021-843x.115.4.798,https://libkey.io/libraries/1781/10.1037/0021-843x.115.4.798,https://libkey.io/libraries/1781/articles/41245352/full-text-file,True,False
p0049,p0049.pdf,forrt,PULL (institutional),1992.0,Journal of Applied Psychology,"Itamar Simonson, Barry M. Staw",Deescalation strategies: A comparison of techniques for reducing commitment to losing courses of action.,10.1037/0021-9010.77.4.419,https://doi.org/10.1037/0021-9010.77.4.419,,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1037/0021-9010.77.4.419,https://kuleuven.e-bronnen.be/login?url=https://doi.org/10.1037/0021-9010.77.4.419,https://libkey.io/libraries/1781/10.1037/0021-9010.77.4.419,https://libkey.io/libraries/1781/articles/41201282/full-text-file,True,False
